,STOP_ID,ROUTE_SHORT_NAME,DIR,STOP NAME,SEQ,Stop Latitude, Total Alightings ,Stop Longitude, Total Boardings ,HEADWAY_S,EOL,SOL,STOP_LAT,STOP_LON,DWELL_S,RUNTIME_S,TOTTIME_S,SERVMILES_S,RUNSPEED_S,TOTSPEED_S,geometry
385,5680,F,0,,32,,,,,7.327503193,0,0,37.777598,-122.416236,0,218.36,218.36,25.23,6.93,6.93,POINT (-122.416236 37.777598)
396,5696,F,0,,33,,,,,7.325031928,0,0,37.775198,-122.419252,0,348.99,348.99,40.716,7,7,POINT (-122.419252 37.775198)
380,5672,F,0,,34,,,,,7.325031928,0,0,37.773269,-122.421768,0,280.78,280.78,33.234,7.1,7.1,POINT (-122.421768 37.773269)
386,5681,F,0,,35,,,,,7.325031928,0,0,37.770953,-122.424666,0,321.58,321.58,39.15,7.3,7.3,POINT (-122.424666 37.770953)
375,5659,F,0,,36,,,,,7.325031928,0,0,37.769786,-122.426149,0,159.92,159.92,19.836,7.44,7.44,POINT (-122.426149 37.769786)
376,5661,F,0,,37,,,,,7.325031928,0,0,37.767661,-122.428824,0,279.85,279.85,36.018,7.72,7.72,POINT (-122.428824 37.767661)
391,5690,F,0,,38,,,,,7.322132822,0,0,37.766185,-122.430707,0,285.34,285.34,25.23,5.31,5.31,POINT (-122.430707 37.766185)
389,5686,F,0,,39,,,,,7.319118774,0,0,37.764489,-122.432812,0,292.15,292.15,28.536,5.86,5.86,POINT (-122.432812 37.764489)
343,3311,F,0,,40,,,,,7.313537676,1,0,37.762576,-122.434979,0,445.51,445.51,30.798,4.15,4.15,POINT (-122.434979 37.762576)
344,3311,F,1,,22,,,,,9.546769719,0,1,37.762576,-122.434979,0,0,0,0,0,0,POINT (-122.434979 37.762576)
390,5687,F,1,,23,,,,,9.54682719,0,0,37.763958,-122.433323,0,203.35,203.35,22.968,6.78,6.78,POINT (-122.433323 37.763958)
392,5691,F,1,,24,,,,,9.546769719,0,0,37.765689,-122.43114,0,224.24,224.24,29.406,7.87,7.87,POINT (-122.43114 37.765689)
377,5662,F,1,,25,,,,,9.546769719,0,0,37.767411,-122.42903,0,206.41,206.41,28.884,8.4,8.4,POINT (-122.42903 37.767411)
378,5668,F,1,,26,,,,,9.543091558,0,0,37.76888,-122.427103,0,239.14,239.14,25.404,6.37,6.37,POINT (-122.427103 37.76888)
382,5675,F,1,,27,,,,,9.539413397,0,0,37.77057,-122.424971,0,247.1,247.1,28.71,6.97,6.97,POINT (-122.424971 37.77057)
381,5673,F,1,,28,,,,,9.534240983,0,0,37.772875,-122.421991,0,342.72,342.72,39.672,6.95,6.95,POINT (-122.421991 37.772875)
393,5692,F,1,,29,,,,,9.529528339,0,0,37.775056,-122.419321,0,324.76,324.76,36.54,6.75,6.75,POINT (-122.419321 37.775056)
371,5652,F,1,,30,,,,,9.524355925,0,0,37.77741,-122.41634,0,325.98,325.98,40.02,7.37,7.37,POINT (-122.41634 37.77741)
370,5651,F,1,,31,,,,,9.521712247,0,0,37.778606,-122.414826,0,165.14,165.14,20.358,7.4,7.4,POINT (-122.414826 37.778606)
369,5650,F,1,,32,,,,,9.518034086,0,0,37.780363,-122.412613,0,245.8,245.8,29.754,7.26,7.26,POINT (-122.412613 37.780363)
368,5647,F,1,,33,,,,,9.510432025,0,0,37.782102,-122.4104,0,291.37,291.37,29.58,6.09,6.09,POINT (-122.4104 37.782102)
367,5645,F,1,,34,,,,,9.502538644,0,0,37.783886,-122.408141,0,298.74,298.74,30.276,6.08,6.08,POINT (-122.408141 37.783886)
366,5643,F,1,,35,,,,,9.494649227,0,0,37.785705,-122.405847,0,300.64,300.64,30.798,6.15,6.15,POINT (-122.405847 37.785705)
365,5640,F,1,,36,,,,,9.486234641,0,0,37.787525,-122.403519,0,299.04,299.04,31.146,6.25,6.25,POINT (-122.403519 37.787525)
388,5685,F,1,,37,,,,,9.481442727,0,0,37.788613,-122.402163,0,171.76,171.76,18.444,6.44,6.44,POINT (-122.402163 37.788613)
397,7264,F,1,,38,,,,,9.471264368,0,0,37.79094,-122.399195,0,376.48,376.48,39.672,6.32,6.32,POINT (-122.399195 37.79094)
387,5682,F,1,,39,,,,,9.461506639,0,0,37.792984,-122.396627,0,417.49,417.49,34.626,4.98,4.98,POINT (-122.396627 37.792984)
359,4727,F,1,,40,,,,,9.44931629,0,0,37.793918,-122.393438,0,518.51,518.51,32.364,3.75,3.75,POINT (-122.393438 37.793918)
349,4513,F,1,,41,,,,,7.792843137,0,0,37.795105,-122.393861,0,127.52,127.52,13.005,6.12,6.12,POINT (-122.393861 37.795105)
356,4532,F,1,,42,,,,,7.793480392,0,0,37.797085,-122.39567,0,202.81,202.81,25.857,7.65,7.65,POINT (-122.39567 37.797085)
347,4503,F,1,,43,,,,,7.794117647,0,0,37.799552,-122.397869,0,251.2,251.2,31.824,7.6,7.6,POINT (-122.397869 37.799552)
352,4517,F,1,,44,,,,,7.794607843,0,0,37.801264,-122.399369,0,172.14,172.14,22.032,7.68,7.68,POINT (-122.399369 37.801264)
350,4515,F,1,,45,,,,,7.795179739,0,0,37.803263,-122.401113,0,200.98,200.98,25.704,7.67,7.67,POINT (-122.401113 37.803263)
398,7281,F,1,,46,,,,,7.795849673,0,0,37.805146,-122.403233,0,208.4,208.4,26.622,7.66,7.66,POINT (-122.403233 37.805146)
345,4501,F,1,,47,,,,,7.796486928,0,0,37.806945,-122.406278,0,247.59,247.59,31.824,7.71,7.71,POINT (-122.406278 37.806945)
355,4530,F,1,,48,,,,,7.797385621,0,0,37.808351,-122.410287,0,296.27,296.27,36.72,7.44,7.44,POINT (-122.410287 37.808351)
360,5174,F,1,,49,,,,,7.797385621,0,0,37.808594,-122.413357,0,279.92,279.92,25.857,5.54,5.54,POINT (-122.413357 37.808594)
361,5175,F,1,,50,,,,,7.797385621,0,0,37.80832,-122.415514,0,197.27,197.27,18.36,5.58,5.58,POINT (-122.415514 37.80832)
363,5184,F,1,,51,,,,,7.797385621,1,0,37.807132,-122.417324,0,271.97,271.97,19.737,4.35,4.35,POINT (-122.417324 37.807132)
262,7217,J,0,Metro Embarcadero Station,2,37.79315,1.7,-122.39643,1136.2,11.28590476,0,1,37.793152,-122.396431,0,0,0,0,0,0,POINT (-122.396431 37.793152)
226,6994,J,0,Metro Montgomery Station/Outbound,3,37.78879,67.5,-122.40213,1123.1,11.28590476,0,0,37.788791,-122.402127,0,140.29,140.29,45.465,19.44,19.44,POINT (-122.402127 37.788791)
231,6995,J,0,Metro Powell Station/Outbound,4,37.7843,255,-122.40782,1505.1,11.28590476,0,0,37.7843,-122.407822,0,144.5,144.5,46.095,19.14,19.14,POINT (-122.407822 37.7843)
241,6997,J,0,Metro Civic Center Station/Outbd,5,37.778675,373.5,-122.41499,669.8,11.28590476,0,0,37.778675,-122.414995,0,181.28,181.28,57.96,19.18,19.18,POINT (-122.414995 37.778675)
236,6996,J,0,Van Ness Station Outbound,6,37.77523,844.3,-122.41934,630.3,11.28590476,0,0,37.775234,-122.41934,0,112.45,112.45,35.28,18.82,18.82,POINT (-122.41934 37.775234)
400,7859,J,0,,7,,,,,11.25,0,0,37.769463,-122.429122,0,315,315,70.035,13.34,13.34,POINT (-122.429122 37.769463)
268,7316,J,0,Church St & 14th St,8,37.767784,947.3,-122.42899,739.1,11.25071429,0,0,37.767786,-122.428996,0,102.16,102.16,12.992,7.63,7.63,POINT (-122.428996 37.767786)
28,3984,J,0,Church St & 16th St,9,37.76462,385.9,-122.42872,298.3,11.25241071,0,0,37.764621,-122.428722,0,195.27,195.27,24.528,7.54,7.54,POINT (-122.428722 37.764621)
30,3987,J,0,Church St & 18th St,10,37.761467,447.1,-122.42841,409.6,11.25401786,0,0,37.761467,-122.428416,0,195.27,195.27,24.416,7.5,7.5,POINT (-122.428416 37.761467)
148,6214,J,0,Right Of Way/20th St,11,37.758263,311.7,-122.42792,89.8,11.255625,0,0,37.758264,-122.427924,0,200.87,200.87,24.976,7.46,7.46,POINT (-122.427924 37.758264)
155,6221,J,0,Right Of Way/Liberty St,12,37.75745,119.8,-122.427,42.2,11.25625,0,0,37.757451,-122.426999,0,77.38,77.38,8.512,6.6,6.6,POINT (-122.426999 37.757451)
150,6216,J,0,Right Of Way/21st St,13,37.756645,185.1,-122.42692,7,11.25651786,0,0,37.756643,-122.426922,0,47.92,47.92,6.272,7.85,7.85,POINT (-122.426922 37.756643)
152,6218,J,0,Right Of Way/22nd St,14,37.75461,241.7,-122.42775,47.1,11.25758929,0,0,37.754607,-122.42775,0,138.88,138.88,16.576,7.16,7.16,POINT (-122.42775 37.754607)
32,3995,J,0,Church St & 24th St,15,37.7518,807.7,-122.4275,185.6,11.25892857,0,0,37.7518,-122.427497,0,179.91,179.91,21.728,7.25,7.25,POINT (-122.427497 37.7518)
39,4002,J,0,Church St & Clipper St,16,37.74939,234.3,-122.427284,66.4,11.26254464,0,0,37.749388,-122.427289,0,164.37,164.37,18.704,6.83,6.83,POINT (-122.427289 37.749388)
34,3997,J,0,Church St & 27th St,17,37.746983,312.2,-122.42707,54.2,11.26602679,0,0,37.746985,-122.427073,0,164.37,164.37,18.592,6.79,6.79,POINT (-122.427073 37.746985)
