,EDD_EMP_LOG_09,FREQ_S_LOG_09,EOL_SOL_09,HOUSING_09_DEN_LOG,SHR_INCOME_100P_09,PARK_HOURLY_AVG_ON_LOG_09,ONTIME5_09,AVG_BART_LOG_09,CLOSE_STOP_09,LIMITED_09,EXPRESS_09,TRANSBAY_09,MUNI_RAIL_AVG_09,EDD_EMP_LOG_16,FREQ_S_LOG_16,EOL_SOL_16,HOUSING_16_DEN_LOG,SHR_INCOME_100P_16,PARK_HOURLY_AVG_ON_LOG_16,ONTIME5_16,AVG_BART_LOG_16,CLOSE_STOP_16,LIMITED_16,EXPRESS_16,TRANSBAY_16,MUNI_RAIL_AVG_16
772,4.543294782270004,1.657466202069869,0.0,6.117567207400852,0.239130435,5.303304908059076,0.536074197,0.0,1,0,0,0,0.0,5.480638923341991,1.5069226340401043,0.0,6.122872018432623,0.4962216624685138,5.303304908059076,0.5316434146094124,0.0,1,0,0,0.0,0.0
773,5.308267697401205,1.6635966627786205,0.0,6.09005936068264,0.317531306,5.303304908059076,0.73500053,0.0,1,0,0,0,0.0,5.62040086571715,1.5255961102057498,0.0,6.092032538788571,0.4289496910856134,5.303304908059076,0.6491547971662852,0.0,1,0,0,0.0,0.0
774,5.356586274672012,1.6575538078116039,0.0,6.067524819015886,0.239130435,5.303304908059076,0.5363698689999999,0.0,1,0,0,0,0.0,5.564520407322694,1.507000764905409,0.0,6.080840697064518,0.4962216624685138,5.303304908059076,0.5582223585010357,0.0,1,0,0,0.0,0.0
775,3.9512437185814275,1.6575538078116039,0.0,6.0540373901437174,0.239130435,5.303304908059076,0.530442593,0.0,1,0,0,0,0.0,4.543294782270004,1.506961698275285,0.0,6.057161662551797,0.4962216624685138,5.303304908059076,0.545732093566587,0.0,1,0,0,0.0,0.0
776,3.784189633918261,1.663434573151881,0.0,6.073435293227982,0.317531306,0.0,0.6944019990000001,0.0,1,0,0,0,0.0,4.499809670330265,1.5255961102057498,0.0,6.076785054526631,0.4289496910856134,0.0,0.6502054912790012,0.0,1,0,0,0.0,0.0
777,3.4657359027997265,1.6575538078116039,0.0,6.0139374142267075,0.239130435,0.0,0.522825564,0.0,1,0,0,0,0.0,4.418840607796598,1.5069258893015687,0.0,6.02022458360198,0.4962216624685138,0.0,0.5369756165440251,0.0,1,0,0,0.0,0.0
778,4.3694478524670215,1.6633077474881566,0.0,5.983567930234845,0.317531306,0.0,0.700543543,0.0,1,0,0,0,0.0,4.574710978503383,1.5255961102057498,0.0,5.989256417354283,0.4289496910856134,0.0,0.6714856752754481,0.0,1,0,0,0.0,0.0
779,5.762051382780177,1.665085458921902,0.0,0.0,0.264150943,5.303304908059076,0.648791541,0.0,1,0,0,0,0.0,6.570882962339584,1.5271298334842083,0.0,0.0,0.3902116402116402,5.303304908059076,0.5471471173881041,0.0,1,0,0,0.0,0.0
780,3.4965075614664802,1.6651278420008315,0.0,2.5640535217050955,0.264150943,0.0,0.63552407,0.0,1,0,0,0,0.0,6.683360945766275,1.527226677503197,0.0,2.5640535219506537,0.3902116402116402,0.0,0.5940386521614603,0.0,1,0,0,0.0,0.0
781,6.663132695990803,1.6569946722730415,0.0,4.88641293366756,0.37292634399999997,0.0,0.5860584870000001,0.0,1,0,0,0,0.0,6.8966943316227125,1.506467061505223,0.0,4.901786811317852,0.5255286230015471,0.0,0.5381714138674512,0.0,1,0,0,0.0,0.0
782,6.717804695023691,1.6647182497919442,0.0,4.842574747969111,0.37292634399999997,0.0,0.679975694,0.0,1,0,0,0,0.0,7.022868086082641,1.526687303582003,0.0,4.844235939268361,0.5255286230015471,0.0,0.6174036130584123,0.0,1,0,0,0.0,0.0
783,3.367295829986474,1.2295073676445911,0.0,5.580637400053992,0.326394671,0.0,0.512368046,0.0,1,0,0,0,0.0,4.3694478524670215,1.203951937521593,0.0,5.5833635829965775,0.2954220314735336,0.0,0.6253926627529662,0.0,1,0,0,0.0,0.0
784,3.332204510175204,1.2438179704486414,0.0,5.616358487099992,0.326394671,0.0,0.553454924,0.0,1,0,0,0,0.0,4.356708826689592,1.2113201244322573,0.0,5.6181446104304085,0.2954220314735336,0.0,0.5849674759317433,0.0,1,0,0,0.0,0.0
785,3.258096538021482,1.2294859683669888,0.0,5.841233384593892,0.255555556,0.0,0.522965341,0.0,1,0,0,0,0.0,3.4011973816621555,1.2041075095202987,0.0,5.8358033289417195,0.28950863213811423,0.0,0.5961414596943745,0.0,1,0,0,0.0,0.0
786,5.75890177387728,1.2294661548742283,0.0,5.735250494928135,0.255555556,5.303304908059076,0.528640593,0.0,1,0,0,0,0.0,5.768320995793772,1.2042488913491805,0.0,5.7306713562283,0.28950863213811423,5.303304908059076,0.5759416041083715,0.0,1,0,0,0.0,0.0
