,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
3905,6011,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.436537 37.730449, -122.436645 37.730366, -122.43734 37.730218, -122.437486 37.730252, -122.437363 37.730325, -122.436679 37.730473, -122.436537 37.730449))"
3906,6007,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.435739 37.730776, -122.435849 37.730696, -122.436166 37.730581, -122.436454 37.730522, -122.436537 37.730449, -122.436785 37.730657, -122.436875 37.730732, -122.436797 37.730765, -122.436003 37.730999, -122.435852 37.730872, -122.435739 37.730776))"
3907,6001,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.435329 37.731407, -122.435705 37.731313, -122.435887 37.731262, -122.435772 37.731344, -122.435501 37.731537, -122.435262 37.731509, -122.435329 37.731407))"
3908,1016,6.08E+13,75,11,N,6,31100,"POLYGON ((-122.435892 37.731577, -122.436133 37.73147, -122.43645 37.731333, -122.437012 37.731118, -122.438191 37.730698, -122.438541 37.730568, -122.439558 37.730191, -122.439686 37.730326, -122.438693 37.730738, -122.437167 37.731366, -122.436836 37.73146699999999, -122.436679 37.731538, -122.436037 37.731567, -122.435892 37.731577))"
3909,2020,6.08E+13,75,30,N,6,25500,"POLYGON ((-122.434846 37.730911, -122.434219 37.730227, -122.434472 37.730117, -122.434677 37.729889, -122.435641 37.730693, -122.435524 37.730813, -122.435386 37.731005, -122.435347 37.73105899999999, -122.435293 37.731165, -122.435276 37.731199, -122.435143 37.731234, -122.434893 37.7313, -122.434327 37.731448, -122.434092 37.73151, -122.433562 37.73166, -122.433504 37.731569, -122.43425 37.731322, -122.434188 37.73122, -122.434574 37.731076, -122.434846 37.730911))"
3910,1009,6.08E+13,75,58,N,6,31100,"POLYGON ((-122.435413 37.732386, -122.435166 37.732347, -122.435081 37.732321, -122.434993 37.732295, -122.435458 37.732093, -122.436679 37.731538, -122.43674 37.731618, -122.437052 37.731645, -122.437368 37.731642, -122.437458 37.73159, -122.437462 37.732377, -122.436238 37.732382, -122.435413 37.732386))"
3911,1006,6.08E+13,75,0,N,6,31100,"POLYGON ((-122.432572 37.733243, -122.432721 37.733187, -122.432842 37.733229, -122.432974 37.733311, -122.432802 37.73334, -122.432572 37.733243))"
3912,1000,6.08E+13,75,0,N,6,31100,"POLYGON ((-122.432572 37.733243, -122.432448 37.733191, -122.432422 37.733176, -122.432535 37.733123, -122.434299 37.732311, -122.434336 37.732325, -122.434409 37.732324, -122.434608 37.732322, -122.434443 37.732534, -122.433542 37.732876, -122.432721 37.733187, -122.432572 37.733243))"
3913,2022,6.08E+13,75,51,N,6,25500,"POLYGON ((-122.431393 37.731009, -122.432221 37.73078, -122.432561 37.73156, -122.433376 37.731335, -122.433035 37.730555, -122.433854 37.730328, -122.434013 37.730691, -122.434109 37.731037, -122.434132 37.73109, -122.434188 37.73122, -122.43425 37.731322, -122.433504 37.731569, -122.433562 37.73166, -122.432752 37.731883, -122.432611 37.731921, -122.432027 37.732057, -122.431796 37.732081, -122.431685 37.731652, -122.431393 37.731009))"
3914,1015,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.431789 37.732258, -122.431716 37.732283, -122.431305 37.732328, -122.430948 37.732338, -122.430923 37.732252, -122.430923 37.732145, -122.431285 37.732135, -122.431744 37.732087, -122.431796 37.732081, -122.43184 37.732254, -122.431789 37.732258))"
3915,1000,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.430396 37.734121, -122.429799 37.734406, -122.4296 37.734518, -122.429391 37.734636, -122.428843 37.734932, -122.428607 37.73506, -122.428573 37.735082, -122.428437 37.734951, -122.428766 37.734768, -122.429567 37.734323, -122.429661 37.734271, -122.430369 37.733933, -122.431262 37.733505, -122.432208 37.733052, -122.432399 37.733163, -122.432422 37.733176, -122.430928 37.733867, -122.430396 37.734121))"
3916,3011,6.08E+13,75,1,N,6,21700,"POLYGON ((-122.43668 37.738752, -122.43667 37.738694, -122.436925 37.738411, -122.437309 37.738275, -122.437398 37.738288, -122.437357 37.73834799999999, -122.436993 37.738477, -122.436769 37.738725, -122.43668 37.738752))"
3917,1000,6.08E+13,75,135,N,6,21700,"POLYGON ((-122.445964 37.741199, -122.445978 37.741291, -122.446021 37.741378, -122.446075 37.741546, -122.446113 37.74187999999999, -122.446177 37.742099, -122.446254 37.74222, -122.446272 37.74224, -122.446349 37.742326, -122.446463 37.74240899999999, -122.446614 37.742498, -122.446809 37.74258, -122.447094 37.742645, -122.447375 37.742674, -122.448477 37.74277, -122.448802 37.742813, -122.449105 37.74289, -122.449311 37.742977, -122.449526 37.743112, -122.449772 37.743342, -122.449929 37.743521, -122.450196 37.743862, -122.450518 37.744249, -122.451504 37.745461, -122.451624 37.745534, -122.451468 37.745524, -122.450883 37.745715, -122.450853 37.745826, -122.450737 37.745755, -122.450483 37.745819, -122.449698 37.745951, -122.448864 37.74610699999999, -122.447866 37.746347, -122.447786 37.746438, -122.447621 37.746418, -122.447375 37.746482, -122.447285 37.746055, -122.446853 37.746123, -122.446817 37.745951, -122.446739 37.745841, -122.446428 37.745518, -122.446336 37.74546, -122.446179 37.745314, -122.446026 37.745134, -122.445866 37.744805, -122.445785 37.74465199999999, -122.445733 37.744417, -122.445679 37.744139, -122.44559 37.743906, -122.445411 37.743766, -122.445214 37.743688, -122.444658 37.743528, -122.44436 37.743369, -122.444148 37.743297, -122.443901 37.74330399999999, -122.443743 37.74337, -122.442893 37.743843, -122.442741 37.743995, -122.442644 37.744193, -122.442629 37.744348, -122.442271 37.744375, -122.442014 37.744452, -122.44171 37.744629, -122.441366 37.744907, -122.441271 37.745048, -122.44127 37.745231, -122.440088 37.745296, -122.440118 37.74519, -122.439896 37.744894, -122.439583 37.744649, -122.439134 37.744387, -122.437836 37.743611, -122.437683 37.743609, -122.437886 37.743377, -122.437925 37.743091, -122.438076 37.74282, -122.438263 37.742691, -122.438515 37.742591, -122.438804 37.742551, -122.439356 37.742619, -122.439708 37.742663, -122.439985 37.742589, -122.440132 37.742354, -122.440059 37.742118, -122.439864 37.74200099999999, -122.439472 37.741937, -122.438798 37.741635, -122.438602 37.741493, -122.438527 37.741306, -122.438661 37.74066, -122.438757 37.740161, -122.438734 37.73979, -122.438603 37.739541, -122.438539 37.739499, -122.43906 37.73916699999999, -122.439119 37.739223, -122.439168 37.739355, -122.439232 37.739903, -122.439281 37.740086, -122.439373 37.74027299999999, -122.439521 37.740357, -122.439671 37.74034, -122.439778 37.740266, -122.439816 37.740139, -122.4397 37.739873, -122.439696 37.739728, -122.439724 37.739572, -122.439773 37.739347, -122.439753 37.739115, -122.43968 37.738946, -122.439646 37.738868, -122.439549 37.738688, -122.439629 37.738699, -122.439841 37.73865, -122.440076 37.738452, -122.440188 37.738154, -122.440124 37.737939, -122.43999 37.737813, -122.43992 37.737789, -122.439927 37.737746, -122.439884 37.737691, -122.439771 37.737418, -122.439734 37.737239, -122.439691 37.737198, -122.439723 37.735886, -122.439735 37.735585, -122.439724 37.735532, -122.439804 37.735221, -122.439934 37.734857, -122.440024 37.734909, -122.440694 37.735069, -122.441015 37.73557, -122.441152 37.735709, -122.441384 37.73586, -122.441698 37.735951, -122.441867 37.735977, -122.441927 37.735968, -122.442029 37.735991, -122.442155 37.735971, -122.442429 37.735894, -122.443162 37.735688, -122.443301 37.735676, -122.443453 37.735692, -122.443566 37.735729, -122.443666 37.735786, -122.443746 37.735856, -122.443792 37.735922, -122.443824 37.736009, -122.443829 37.736134, -122.443801 37.736239, -122.443746 37.736355, -122.443655 37.736428, -122.443602 37.736503, -122.443488 37.73654399999999, -122.442611 37.737075, -122.442432 37.737256, -122.442355 37.737418, -122.442329 37.737627, -122.44238 37.737831, -122.442503 37.738167, -122.442541 37.738322, -122.442553 37.738541, -122.442436 37.739229, -122.442454 37.739457, -122.442524 37.739584, -122.442665 37.739717, -122.442806 37.739809, -122.442994 37.739868, -122.443396 37.739956, -122.443656 37.740032, -122.443868 37.740141, -122.44403 37.740275, -122.444137 37.740416, -122.4443 37.740618, -122.444463 37.740744, -122.444638 37.740852, -122.444885 37.740937, -122.44518 37.740987, -122.445511 37.741026, -122.445697 37.741082, -122.445861 37.741179, -122.445964 37.741199))"
3918,2002,6.08E+13,75,0,N,6,21600,"POLYGON ((-122.443961 37.746765, -122.443847 37.746739, -122.443774 37.746674, -122.443638 37.746622, -122.443523 37.7466, -122.443404 37.746558, -122.443552 37.746498, -122.443746 37.746546, -122.443887 37.746622, -122.443966 37.746694, -122.443961 37.746765))"
3919,2002,6.08E+13,75,37,N,6,30700,"POLYGON ((-122.442735 37.735071, -122.442988 37.734915, -122.443194 37.734997, -122.443541 37.735159, -122.443978 37.735378, -122.444145 37.73549, -122.444208 37.735546, -122.444234 37.735643, -122.444292 37.735744, -122.444328 37.735845, -122.444337 37.736066, -122.444406 37.736219, -122.444306 37.73640899999999, -122.444188 37.736528, -122.444039 37.73657499999999, -122.443842 37.73658, -122.443683 37.736538, -122.443602 37.736503, -122.443697 37.736486, -122.443815 37.73639, -122.443878 37.73625699999999, -122.44391 37.736139, -122.443904 37.735999, -122.443888 37.735911, -122.443827 37.735827, -122.443744 37.735739, -122.443628 37.735671, -122.443474 37.73563, -122.443302 37.735611, -122.443144 37.735626, -122.442457 37.73581799999999, -122.442735 37.735071))"
3920,1029,6.08E+13,75,3,N,6,30700,"POLYGON ((-122.442988 37.734915, -122.443242 37.734935, -122.443499 37.735042, -122.443869 37.735223, -122.44419 37.735407, -122.444281 37.735484, -122.444415 37.735547, -122.444457 37.735605, -122.444478 37.735721, -122.444434 37.73607, -122.444406 37.736219, -122.444337 37.736066, -122.444328 37.735845, -122.444292 37.735744, -122.444234 37.735643, -122.444208 37.735546, -122.444145 37.73549, -122.443978 37.735378, -122.443541 37.735159, -122.443194 37.734997, -122.442988 37.734915))"
3921,4002,6.08E+13,75,0,N,6,31100,"POLYGON ((-122.446578 37.731549, -122.446681 37.731509, -122.447192 37.731508, -122.447292 37.731547, -122.447192 37.731595, -122.446688 37.731596, -122.446578 37.731549))"
3922,2006,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.434927 37.731856, -122.434723 37.732, -122.434187 37.73227, -122.434067 37.732225, -122.433979 37.732203, -122.434465 37.73196799999999, -122.434794 37.731766, -122.434838 37.731723, -122.435025 37.731542, -122.435146 37.731495, -122.435252 37.731508, -122.435262 37.731509, -122.435167 37.731653, -122.435131 37.731658, -122.434985 37.731815, -122.434927 37.731856))"
3923,1009,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.448556 37.804961, -122.448321 37.804994, -122.448279 37.804724, -122.448405 37.80469, -122.448756 37.804452, -122.44911 37.804296, -122.451446 37.80392399999999, -122.452803 37.803703, -122.452942 37.804147, -122.452966 37.804223, -122.452965 37.804388, -122.451659 37.80455, -122.45169 37.804454, -122.451619 37.804079, -122.451518 37.804052, -122.450821 37.804146, -122.450321 37.804206, -122.449352 37.804356, -122.449059 37.804426, -122.448867 37.804499, -122.448666 37.804603, -122.44856 37.804689, -122.448561 37.80486, -122.448556 37.804961))"
3924,1184,6.08E+13,75,49,N,6,60100,"POLYGON ((-122.450815 37.801198, -122.451707 37.799778, -122.452417 37.800063, -122.452585 37.800027, -122.45276 37.799989, -122.452874 37.799972, -122.453023 37.800161, -122.453149 37.800267, -122.453375 37.800387, -122.45392 37.800604, -122.452955 37.801993, -122.451615 37.801462, -122.450888 37.801174, -122.450815 37.801198))"
3925,3004,6.08E+13,75,34,N,6,12700,"POLYGON ((-122.446348 37.800486, -122.447131 37.800386, -122.447139 37.80045399999999, -122.447695 37.800832, -122.44782 37.801633, -122.44661 37.801787, -122.44653 37.801418, -122.446348 37.800486))"
3926,1150,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.44803 37.797433, -122.448342 37.797518, -122.448585 37.797554, -122.448645 37.797547, -122.448691 37.797528, -122.448646 37.797037, -122.448587 37.796966, -122.448436 37.796888, -122.448245 37.796846, -122.447959 37.796855, -122.447941 37.796706, -122.44822 37.796685, -122.44843 37.796677, -122.448651 37.796682, -122.448895 37.796699, -122.449196 37.796748, -122.449584 37.796823, -122.450077 37.796891, -122.450499 37.796931, -122.450743 37.796942, -122.450889 37.796963, -122.451014 37.79701, -122.4511 37.797073, -122.451223 37.797142, -122.451186 37.79733299999999, -122.451225 37.797557, -122.451217 37.797688, -122.450995 37.79765099999999, -122.450642 37.79754399999999, -122.450354 37.797472, -122.450067 37.79744, -122.44981 37.797434, -122.449582 37.797433, -122.449309 37.79746799999999, -122.448976 37.797558, -122.448736 37.79761999999999, -122.448355 37.797823, -122.448267 37.797895, -122.448143 37.797749, -122.448064 37.797622, -122.44803 37.797433))"
3927,1018,6.08E+13,75,107,N,6,12700,"POLYGON ((-122.445082 37.802562, -122.446723 37.802353, -122.44691 37.803284, -122.44527 37.803493, -122.445082 37.802562))"
3928,3007,6.08E+13,75,17,N,6,12700,"POLYGON ((-122.446181 37.799665, -122.445965 37.799581, -122.446161 37.799556, -122.447466 37.79939, -122.447613 37.800324, -122.447131 37.800386, -122.447126 37.80032, -122.446181 37.799665))"
3929,1066,6.08E+13,75,0,N,6,60100,"POLYGON ((-122.447303 37.798459, -122.447583 37.798436, -122.44774 37.798402, -122.447896 37.798343, -122.448056 37.798207, -122.448267 37.797895, -122.448355 37.797823, -122.448736 37.79761999999999, -122.448976 37.797558, -122.448997 37.797607, -122.449117 37.797713, -122.449312 37.797822, -122.449542 37.797901, -122.448991 37.79882, -122.448848 37.799017, -122.448752 37.799213, -122.448104 37.800277, -122.448211 37.800334, -122.448627 37.800482, -122.448431 37.800801, -122.447761 37.800495, -122.447613 37.800324, -122.447466 37.79939, -122.447341 37.798553, -122.447303 37.798459))"
3930,4010,6.08E+13,75,81,N,6,13300,"POLYGON ((-122.453769 37.788228, -122.453593 37.787344, -122.455236 37.787137, -122.455419 37.788018, -122.453769 37.788228))"
3931,3005,6.08E+13,75,42,N,6,13300,"POLYGON ((-122.453593 37.787344, -122.453407 37.786418, -122.454774 37.786244, -122.45505 37.786209, -122.455236 37.787137, -122.453593 37.787344))"
3932,1004,6.08E+13,75,54,N,6,16300,"POLYGON ((-122.426359 37.77693, -122.428008 37.77672, -122.428101 37.777178, -122.426452 37.77738799999999, -122.426359 37.77693))"
3933,1005,6.08E+13,75,111,N,6,16300,"POLYGON ((-122.427914 37.776254, -122.428008 37.77672, -122.426359 37.77693, -122.426263 37.776464, -122.427914 37.776254))"
3934,1010,6.08E+13,75,118,N,6,16000,"POLYGON ((-122.420638 37.781961, -122.422287 37.781752, -122.422293 37.78184, -122.422369 37.782219, -122.42081 37.782417, -122.420738 37.782053, -122.420638 37.781961))"
3935,1013,6.08E+13,75,0,N,6,16000,"POLYGON ((-122.422087 37.780821, -122.423731 37.780612, -122.423825 37.781078, -122.422187 37.781286, -122.422087 37.780821))"
3936,1005,6.08E+13,75,42,N,6,16000,"POLYGON ((-122.421008 37.783824, -122.422653 37.783619, -122.422745 37.784084, -122.421171 37.78428299999999, -122.421098 37.783915, -122.421008 37.783824))"
3937,3006,6.08E+13,75,423,N,6,12402,"POLYGON ((-122.420638 37.781961, -122.42057 37.782072, -122.420715 37.782794, -122.420817 37.782894, -122.420612 37.782919, -122.419182 37.78310099999999, -122.419119 37.782794, -122.418993 37.782169, -122.420638 37.781961))"
3938,1002,6.08E+13,75,225,N,6,16200,"POLYGON ((-122.421521 37.778021, -122.423166 37.777815, -122.423354 37.778747, -122.421709 37.778957, -122.421521 37.778021))"
3939,1000,6.08E+13,75,0,N,6,16200,"POLYGON ((-122.419883 37.778251, -122.420077 37.778209, -122.421521 37.778021, -122.421709 37.778957, -122.421802 37.779432, -122.421892 37.77989, -122.420461 37.780069, -122.420247 37.780075, -122.420311 37.779917, -122.419968 37.778312, -122.419883 37.778251))"
3940,2003,6.08E+13,75,0,N,6,12402,"POLYGON ((-122.418808 37.781236, -122.420239 37.781045, -122.42044 37.781031, -122.420379 37.781141, -122.420452 37.78151, -122.418901 37.781705, -122.418808 37.781236))"
3941,2006,6.08E+13,75,24,N,6,12402,"POLYGON ((-122.418599 37.78026, -122.420034 37.78008, -122.420247 37.780075, -122.420173 37.780213, -122.420255 37.780576, -122.418709 37.780773, -122.418599 37.78026))"
3942,1008,6.08E+13,75,49,N,6,16200,"POLYGON ((-122.422978 37.776884, -122.424623 37.776674, -122.424718 37.77714, -122.423073 37.777349, -122.422978 37.776884))"
3943,2002,6.08E+13,75,43,N,6,16200,"POLYGON ((-122.422883 37.776416, -122.424529 37.77620599999999, -122.424623 37.776674, -122.422978 37.776884, -122.422883 37.776416))"
3944,2009,6.08E+13,75,98,N,6,16200,"POLYGON ((-122.422693 37.775487, -122.422598 37.775021, -122.424246 37.774811, -122.42434 37.775277, -122.423296 37.77541, -122.423103 37.775465, -122.422754 37.77551, -122.422693 37.775487))"
3945,2005,6.08E+13,75,94,N,6,16200,"POLYGON ((-122.421053 37.775695, -122.422693 37.775487, -122.422788 37.77595, -122.421148 37.776159, -122.421053 37.775695))"
3946,2000,6.08E+13,75,0,N,6,16200,"POLYGON ((-122.419506 37.776369, -122.421148 37.776159, -122.421235 37.776626, -122.42133 37.777091, -122.419694 37.7773, -122.41975 37.777192, -122.419603 37.776457, -122.419506 37.776369))"
3947,2007,6.08E+13,75,176,N,6,17802,"POLYGON ((-122.412225 37.773285, -122.412824 37.772812, -122.413763 37.77356, -122.414368 37.774043, -122.413944 37.774378, -122.413769 37.774516, -122.412225 37.773285))"
3948,1007,6.08E+13,75,0,N,6,20100,"POLYGON ((-122.4204 37.772872, -122.421068 37.772344, -122.421441 37.772639, -122.420775 37.773165, -122.4204 37.772872))"
3949,2001,6.08E+13,75,49,N,6,16801,"POLYGON ((-122.430167 37.770709, -122.431811 37.770501, -122.431904 37.770964, -122.430261 37.77117399999999, -122.430167 37.770709))"
3950,2000,6.08E+13,75,74,N,6,16801,"POLYGON ((-122.42852 37.770918, -122.430167 37.770709, -122.430261 37.77117399999999, -122.428614 37.771383, -122.42852 37.770918))"
3951,2003,6.08E+13,75,74,N,6,16801,"POLYGON ((-122.428426 37.770452, -122.429225 37.770351, -122.430074 37.770243, -122.430167 37.770709, -122.42852 37.770918, -122.428426 37.770452))"
3952,3005,6.08E+13,75,326,N,6,16801,"POLYGON ((-122.424853 37.770748, -122.424958 37.770726, -122.426285 37.769684, -122.426309 37.769603, -122.426594 37.769739, -122.426781 37.77066, -122.425136 37.770869, -122.424853 37.770748))"
3953,1012,6.08E+13,75,0,N,6,20300,"POLYGON ((-122.426616 37.76707, -122.426524 37.767013, -122.426461 37.766361, -122.426538 37.766268, -122.426633 37.76635, -122.426696 37.767003, -122.426616 37.76707))"
3954,3019,6.08E+13,75,30,N,6,25402,"POLYGON ((-122.411724 37.735786, -122.411826 37.734638, -122.412447 37.73467, -122.412345 37.735822, -122.411724 37.735786))"
3955,2000,6.08E+13,75,0,N,6,25403,"POLYGON ((-122.414388 37.732417, -122.4142 37.732732, -122.413841 37.733018, -122.41246 37.733615, -122.411657 37.734188, -122.410826 37.734642, -122.41083 37.734733, -122.410513 37.734592, -122.410344 37.734621, -122.409865 37.734904, -122.409798 37.734828, -122.40995 37.734715, -122.411473 37.73378599999999, -122.412085 37.733457, -122.413437 37.732837, -122.413784 37.732672, -122.414388 37.732417))"
3956,2002,6.08E+13,75,0,N,6,25701,"POLYGON ((-122.407658 37.737813, -122.407536 37.737759, -122.407443 37.737717, -122.407366 37.73766699999999, -122.407252 37.737566, -122.407004 37.737093, -122.406962 37.736756, -122.40701 37.736529, -122.407123 37.736314, -122.407241 37.736184, -122.407269 37.736234, -122.407377 37.736431, -122.407491 37.736695, -122.407637 37.737032, -122.407801 37.737518, -122.407851 37.737755, -122.407789 37.737777, -122.407685 37.737806, -122.407658 37.737813))"
3957,2006,6.08E+13,75,65,N,6,22903,"POLYGON ((-122.403406 37.753178, -122.403287 37.751902, -122.404242 37.751845, -122.404363 37.753121, -122.403406 37.753178))"
3958,1024,6.08E+13,75,54,N,6,61400,"POLYGON ((-122.401232 37.750632, -122.402184 37.750581, -122.402315 37.751961, -122.401364 37.752018, -122.401232 37.750632))"
3959,1018,6.08E+13,75,1,N,6,980900,"POLYGON ((-122.395348 37.750229, -122.395308 37.749804, -122.396274 37.749746, -122.396408 37.751179, -122.396513 37.752311, -122.395548 37.752369, -122.395348 37.750229))"
3960,1023,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.393622 37.747344, -122.394162 37.746303, -122.394199 37.746247, -122.394395 37.746357, -122.396009 37.747262, -122.395743 37.747221, -122.393995 37.747322, -122.393622 37.747344))"
3961,1054,6.08E+13,75,1,N,6,980900,"POLYGON ((-122.397043 37.745974, -122.397609 37.74534999999999, -122.398204 37.744694, -122.398747 37.744096, -122.400311 37.744982, -122.402027 37.745954, -122.398836 37.747033, -122.396274 37.747189, -122.396009 37.747262, -122.396041 37.74707799999999, -122.397043 37.745974))"
3962,2023,6.08E+13,75,31,N,6,31000,"POLYGON ((-122.457169 37.72410199999999, -122.457185 37.72413299999999, -122.4573 37.724158, -122.457341 37.724138, -122.457273 37.72452, -122.45727 37.724849, -122.457318 37.72512, -122.457361 37.72523899999999, -122.457177 37.725331, -122.456923 37.725495, -122.456783 37.725556, -122.456694 37.725553, -122.456593 37.725513, -122.456549 37.725419, -122.456486 37.725147, -122.456444 37.72492099999999, -122.45643 37.72471, -122.45644 37.724415, -122.456472 37.724201, -122.456516 37.723964, -122.456552 37.724, -122.457109 37.724117, -122.457169 37.72410199999999))"
3963,2008,6.08E+13,75,0,N,6,31201,"POLYGON ((-122.457341 37.724138, -122.457386 37.724119, -122.458138 37.724278, -122.458191 37.724318, -122.458121 37.724331, -122.457368 37.724172, -122.457341 37.724138))"
3964,1010,6.08E+13,75,0,N,6,23001,"POLYGON ((-122.403076 37.73899, -122.401473 37.738082, -122.402159 37.737526, -122.402718 37.737842, -122.403882 37.7385, -122.404258 37.738713, -122.404073 37.738713, -122.403076 37.73899))"
3965,1114,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.40132 37.74011, -122.401163 37.73995499999999, -122.400899 37.739659, -122.401064 37.739658, -122.402071 37.739381, -122.403186 37.739074, -122.403289 37.739044, -122.404137 37.738797, -122.404258 37.738713, -122.404277 37.738736, -122.40436 37.738836, -122.404392 37.739249, -122.40132 37.74011))"
3966,3016,6.08E+13,75,0,N,6,26100,"POLYGON ((-122.448496 37.717314, -122.448727 37.71745, -122.448686 37.717596, -122.448674 37.717688, -122.448641 37.717743, -122.448345 37.718236, -122.448426 37.717563, -122.448496 37.717314))"
3967,1011,6.08E+13,75,0,N,6,23400,"POLYGON ((-122.394532 37.72469299999999, -122.394576 37.724596, -122.394821 37.724059, -122.394926 37.723973, -122.394951 37.724096, -122.394692 37.724662, -122.394352 37.725408, -122.394243 37.725476, -122.394238 37.725338, -122.394532 37.72469299999999))"
3968,2024,6.08E+13,75,0,N,6,25800,"POLYGON ((-122.400131 37.717906, -122.400276 37.718506, -122.39986 37.71827, -122.399789 37.718229, -122.399545 37.718091, -122.399725 37.717891, -122.399746 37.717867, -122.400042 37.717538, -122.400131 37.717906))"
3969,6006,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.436147 37.731121, -122.436003 37.730999, -122.436797 37.730765, -122.436875 37.730732, -122.436884 37.730749, -122.436147 37.731121))"
3970,1010,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.428206 37.732052, -122.428038 37.732016, -122.428203 37.731851, -122.428324 37.731877, -122.428587 37.731933, -122.429086 37.732015, -122.429607 37.732101, -122.4301 37.732141, -122.430353 37.732161, -122.430923 37.732145, -122.430923 37.732252, -122.430948 37.732338, -122.430345 37.732355, -122.430149 37.732339, -122.42957 37.732293, -122.429172 37.732227, -122.42853 37.732121, -122.428206 37.732052))"
3971,2009,6.08E+13,75,0,N,6,25701,"POLYGON ((-122.407616 37.735667, -122.407641 37.735737, -122.407629 37.735817, -122.407609 37.735886, -122.407556 37.735945, -122.4075 37.73598, -122.407437 37.736024, -122.40737 37.736112, -122.407357 37.736078, -122.407404 37.736038, -122.407436 37.735992, -122.407463 37.735943, -122.407616 37.735667))"
3972,2003,6.08E+13,75,0,N,6,25702,"POLYGON ((-122.406279 37.734237, -122.406299 37.734269, -122.406448 37.734507, -122.406479 37.734918, -122.406265 37.734558, -122.406074 37.73425, -122.406246 37.734239, -122.406279 37.734237))"
3973,1039,6.08E+13,75,42,N,6,23001,"POLYGON ((-122.403763 37.736352, -122.403579 37.7344, -122.404544 37.734343, -122.404649 37.735454, -122.404684 37.735824, -122.404691 37.735903, -122.404248 37.736123, -122.403881 37.736277, -122.403763 37.736352))"
3974,1009,6.08E+13,75,0,N,6,23001,"POLYGON ((-122.402159 37.737526, -122.401473 37.738082, -122.40142 37.738052, -122.401554 37.737935, -122.402093 37.737489, -122.402159 37.737526))"
3975,1049,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.393207 37.747368, -122.392931 37.747384, -122.393267 37.74702, -122.393301 37.746838, -122.393325 37.746709, -122.393452 37.746018, -122.39349 37.745845, -122.393545 37.745876, -122.393686 37.745956, -122.39398 37.746124, -122.394049 37.746163, -122.39414 37.74621399999999, -122.393986 37.746482, -122.393826 37.746788, -122.393544 37.747348, -122.393295 37.747363, -122.393207 37.747368))"
3976,1028,6.08E+13,75,0,N,6,60400,"POLYGON ((-122.474978 37.713667, -122.474108 37.713223, -122.474112 37.712951, -122.474205 37.712901, -122.475045 37.712814, -122.475051 37.713582, -122.474978 37.713667))"
3977,1152,6.08E+13,75,16,N,6,60100,"POLYGON ((-122.44898 37.796382, -122.449135 37.79642, -122.44988 37.796551, -122.450612 37.796636, -122.45126 37.796656, -122.451476 37.796653, -122.451626 37.796568, -122.451629 37.796712, -122.451586 37.79683, -122.451374 37.79699799999999, -122.451243 37.797108, -122.451223 37.797142, -122.4511 37.797073, -122.451014 37.79701, -122.450889 37.796963, -122.450743 37.796942, -122.450499 37.796931, -122.450077 37.796891, -122.449584 37.796823, -122.449196 37.796748, -122.448895 37.796699, -122.448651 37.796682, -122.44843 37.796677, -122.44822 37.796685, -122.447941 37.796706, -122.447933 37.796624, -122.447954 37.796552, -122.448021 37.796453, -122.448107 37.79639, -122.448258 37.796347, -122.448416 37.796349, -122.448772 37.796374, -122.44898 37.796382))"
3978,1134,6.08E+13,75,8,N,6,60100,"POLYGON ((-122.450353 37.793321, -122.450203 37.793188, -122.450213 37.793074, -122.45033 37.792992, -122.450514 37.79298199999999, -122.450685 37.792999, -122.450815 37.793064, -122.450906 37.79316499999999, -122.450965 37.793343, -122.450966 37.79348299999999, -122.450883 37.793683, -122.450893 37.793776, -122.450742 37.793845, -122.450609 37.793928, -122.450532 37.793869, -122.450298 37.793638, -122.450626 37.793418, -122.450653 37.793364, -122.450646 37.793297, -122.450585 37.793254, -122.450511 37.79324, -122.450441 37.793254, -122.450353 37.793321))"
3979,3003,6.08E+13,75,51,N,6,13200,"POLYGON ((-122.443384 37.794173, -122.445035 37.793963, -122.445224 37.794898, -122.443573 37.795108, -122.443384 37.794173))"
3980,2001,6.08E+13,75,45,N,6,13300,"POLYGON ((-122.44733 37.789941, -122.447148 37.789071, -122.448836 37.788857, -122.449012 37.789727, -122.44733 37.789941))"
3981,3003,6.08E+13,75,78,N,6,13300,"POLYGON ((-122.450303 37.787766, -122.450118 37.786838, -122.450225 37.786817, -122.451758 37.78662, -122.451946 37.787552, -122.450303 37.787766))"
3982,3004,6.08E+13,75,87,N,6,13400,"POLYGON ((-122.444119 37.789457, -122.445758 37.789248, -122.445934 37.790119, -122.4443 37.790327, -122.444119 37.789457))"
