,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
94,1004,6.08E+13,75,14,N,6,30800,"POLYGON ((-122.464302 37.741625, -122.464629 37.741271, -122.464784 37.741077, -122.464942 37.740832, -122.465036 37.740651, -122.465249 37.740641, -122.465629 37.740789, -122.465829 37.740892, -122.466123 37.741044, -122.464994 37.74241, -122.464499 37.74214, -122.464091 37.74196999999999, -122.464302 37.741625))"
95,2008,6.08E+13,75,0,N,6,31302,"POLYGON ((-122.471163 37.712804, -122.471355 37.712802, -122.471472 37.713427, -122.471598 37.713849, -122.471639 37.713986, -122.471711 37.714229, -122.471836 37.714647, -122.472375 37.716123, -122.472542 37.716631, -122.472633 37.716908, -122.472572 37.717174, -122.472524 37.71709, -122.47242 37.716908, -122.472311 37.716502, -122.472211 37.716196, -122.471712 37.71488, -122.471584 37.714472, -122.471435 37.713996, -122.471267 37.713311, -122.471203 37.712997, -122.471163 37.712804))"
96,5001,6.08E+13,75,20,N,6,30900,"POLYGON ((-122.466998 37.733092, -122.467108 37.733147, -122.467757 37.733161, -122.467852 37.73312, -122.467963 37.734866, -122.467135 37.734898, -122.466998 37.733092))"
97,3018,6.08E+13,75,7,N,6,30800,"POLYGON ((-122.464452 37.735019, -122.464556 37.735135, -122.465321 37.735098, -122.465351 37.734989, -122.465415 37.735923, -122.465409 37.736111, -122.465347 37.736297, -122.46489 37.736045, -122.464646 37.735727, -122.464488 37.735473, -122.464452 37.735019))"
98,1013,6.08E+13,75,14,N,6,30900,"POLYGON ((-122.465351 37.734989, -122.4653 37.734239, -122.465243 37.734005, -122.465123 37.733807, -122.464897 37.733599, -122.464996 37.733511, -122.465169 37.733408, -122.465659 37.733153, -122.465972 37.733555, -122.466119 37.733845, -122.466199 37.734111, -122.466248 37.734937, -122.465893 37.734855, -122.465397 37.734875, -122.465351 37.734989))"
99,1008,6.08E+13,75,22,N,6,30600,"POLYGON ((-122.457394 37.74549, -122.457183 37.745401, -122.456966 37.745109, -122.456848 37.744808, -122.457256 37.744765, -122.457457 37.74479, -122.45849 37.744966, -122.458771 37.74503199999999, -122.459211 37.745271, -122.458657 37.74571, -122.457394 37.74549))"
100,3011,6.08E+13,75,8,N,6,30600,"POLYGON ((-122.459349 37.743451, -122.459215 37.743444, -122.459002 37.743324, -122.458743 37.743233, -122.45865 37.743144, -122.458599 37.743012, -122.458717 37.74262, -122.458865 37.742435, -122.458975 37.74239499999999, -122.459086 37.742407, -122.459304 37.742489, -122.459668 37.742576, -122.459901 37.742648, -122.459978 37.742739, -122.45996 37.742844, -122.459798 37.742966, -122.459745 37.743097, -122.459555 37.743262, -122.459349 37.743451))"
101,1047,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.411455 37.765548, -122.41133 37.764252, -122.412293 37.764193, -122.412416 37.76549, -122.411455 37.765548))"
102,1016,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.408007 37.769244, -122.407874 37.768991, -122.40897 37.769098, -122.409085 37.769118, -122.408452 37.769163, -122.408007 37.769244))"
103,1028,6.08E+13,75,0,N,6,17700,"POLYGON ((-122.406811 37.768546, -122.406756 37.768529, -122.406539 37.768431, -122.406799 37.768415, -122.407813 37.768354, -122.407841 37.768774, -122.407537 37.768741, -122.407166 37.768657, -122.406811 37.768546))"
104,2007,6.08E+13,75,123,N,6,22801,"POLYGON ((-122.409588 37.75759499999999, -122.410527 37.757539, -122.410616 37.758463, -122.410674 37.759059, -122.410759 37.759134, -122.40977 37.759194, -122.409735 37.759108, -122.409661 37.758494, -122.409568 37.757727, -122.409588 37.75759499999999))"
105,2000,6.08E+13,75,48,N,6,22801,"POLYGON ((-122.408064 37.760601, -122.40794 37.759305, -122.408904 37.75924699999999, -122.409033 37.760543, -122.408064 37.760601))"
106,1000,6.08E+13,75,0,N,6,22802,"POLYGON ((-122.405258 37.763323, -122.405342 37.763318, -122.405567 37.763303, -122.405491 37.76341, -122.405437 37.76357, -122.405399 37.763708, -122.40539 37.763829, -122.405463 37.764606, -122.40509 37.76462799999999, -122.40506 37.764311, -122.405105 37.763852, -122.405203 37.763478, -122.405258 37.763323))"
107,1006,6.08E+13,75,50,N,6,22802,"POLYGON ((-122.406306 37.763254, -122.406182 37.761996, -122.407187 37.761936, -122.407122 37.762028, -122.407223 37.763104, -122.407305 37.763188, -122.406306 37.763254))"
108,1001,6.08E+13,75,102,N,6,17801,"POLYGON ((-122.40116 37.782024, -122.401929 37.781416, -122.402245 37.781167, -122.403387 37.780265, -122.403921 37.780699, -122.402849 37.781547, -122.401696 37.782453, -122.40116 37.782024))"
109,1004,6.08E+13,75,84,N,6,17802,"POLYGON ((-122.402658 37.779683, -122.402518 37.779572, -122.402487 37.779547, -122.402377 37.779459, -122.404606 37.7777, -122.405069 37.778069, -122.403883 37.779005, -122.402841 37.779829, -122.402658 37.779683))"
110,2012,6.08E+13,75,56,N,6,18000,"POLYGON ((-122.402046 37.773967, -122.402103 37.773923, -122.403076 37.774709, -122.403636 37.775161, -122.403076 37.775603, -122.403 37.775563, -122.401518 37.774385, -122.402046 37.773967))"
111,2000,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.40407 37.777273, -122.403673 37.776956, -122.404287 37.776581, -122.40461 37.776846, -122.40407 37.777273))"
112,2020,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.399433 37.773573, -122.399516 37.773507, -122.400208 37.774079, -122.40057 37.77448, -122.400212 37.774195, -122.399433 37.773573))"
113,1025,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.402168 37.777521, -122.402864 37.777172, -122.403064 37.777331, -122.402989 37.777377, -122.402447 37.777742, -122.402168 37.777521))"
114,1019,6.08E+13,75,34,N,6,18000,"POLYGON ((-122.398755 37.776568, -122.400914 37.774862, -122.400982 37.774809, -122.402524 37.776039, -122.401979 37.77647, -122.401409 37.77692, -122.400788 37.777411, -122.400298 37.777799, -122.399763 37.777372, -122.398755 37.776568))"
115,1001,6.08E+13,75,0,N,6,33201,"POLYGON ((-122.474928 37.729005, -122.47507 37.729066, -122.47512 37.729856, -122.47519 37.72997, -122.475319 37.73004299999999, -122.47587 37.730053, -122.475937 37.73011899999999, -122.475927 37.73110399999999, -122.474857 37.731066, -122.474917 37.730976, -122.474851 37.730101, -122.474928 37.729005))"
116,1075,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.395152 37.744893, -122.39503 37.744787, -122.394827 37.744611, -122.39525 37.744237, -122.396097 37.743573, -122.396143 37.743545, -122.396266 37.743616, -122.396284 37.743627, -122.395152 37.744893))"
117,3018,6.08E+13,75,0,N,6,31000,"POLYGON ((-122.459858 37.72541, -122.45985 37.72572, -122.459816 37.725815, -122.459714 37.725749, -122.459513 37.725522, -122.459624 37.725579, -122.459695 37.72558, -122.4598 37.725539, -122.459858 37.72541))"
118,4013,6.08E+13,75,34,N,6,30900,"POLYGON ((-122.469274 37.727077, -122.469187 37.727237, -122.468957 37.727464, -122.468823 37.72757, -122.468645 37.727787, -122.468656 37.727942, -122.468784 37.728075, -122.469055 37.728196, -122.469314 37.728566, -122.469336 37.728756, -122.468842 37.728929, -122.468208 37.729221, -122.46813 37.729184, -122.468064 37.72905, -122.468077 37.728975, -122.468086 37.728903, -122.467823 37.72839099999999, -122.467739 37.728329, -122.467748 37.728262, -122.46758 37.728006, -122.467413 37.727806, -122.467331 37.727772, -122.467561 37.72754, -122.46762 37.727291, -122.467741 37.727108, -122.467995 37.726965, -122.468364 37.726921, -122.468786 37.72696, -122.469097 37.727051, -122.469274 37.727077))"
119,3005,6.08E+13,75,19,N,6,31100,"POLYGON ((-122.447517 37.726695, -122.448006 37.72669399999999, -122.448002 37.727192, -122.44817 37.727454, -122.447909 37.727453, -122.446555 37.727464, -122.44655 37.726698, -122.447517 37.726695))"
120,2003,6.08E+13,75,0,N,6,26402,"POLYGON ((-122.39911 37.716996, -122.399283 37.717529, -122.399219 37.717906, -122.399188 37.718088, -122.399125 37.717852, -122.398947 37.717186, -122.39911 37.716996))"
121,2023,6.08E+13,75,13,N,6,26402,"POLYGON ((-122.400294 37.714171, -122.400345 37.713919, -122.401038 37.712815, -122.40126 37.712642, -122.401644 37.712484, -122.401996 37.712398, -122.402128 37.712361, -122.402366 37.712294, -122.402459 37.712179, -122.402471 37.712434, -122.402258 37.71256, -122.402113 37.712712, -122.401932 37.712757, -122.401692 37.712856, -122.401544 37.712933, -122.401427 37.713026, -122.400294 37.714171))"
122,6026,6.08E+13,75,0,N,6,25500,"POLYGON ((-122.445953 37.726365, -122.445724 37.726613, -122.445603 37.726734, -122.445041 37.727295, -122.444688 37.727583, -122.444423 37.727799, -122.443791 37.728233, -122.443664 37.728304, -122.44333 37.728303, -122.443219 37.72829, -122.443624 37.728063, -122.444237 37.727643, -122.444436 37.72748, -122.444837 37.727153, -122.445257 37.726734, -122.445509 37.726482, -122.446062 37.725895, -122.446352 37.725506, -122.446653 37.7251, -122.447306 37.723913, -122.44734 37.72382899999999, -122.447529 37.723365, -122.447639 37.723006, -122.447878 37.723005, -122.447601 37.723835, -122.447586 37.72388, -122.447534 37.724005, -122.447237 37.724569, -122.447201 37.724638, -122.446864 37.725213, -122.446391 37.725863, -122.446308 37.725978, -122.445953 37.726365))"
123,2017,6.08E+13,75,293,N,6,23103,"POLYGON ((-122.381439 37.730582, -122.38064 37.730504, -122.380311 37.730529, -122.379995 37.730657, -122.379901 37.730719, -122.379779 37.730799, -122.379648 37.73096, -122.379552 37.731109, -122.379353 37.731019, -122.378852 37.730597, -122.378624 37.730415, -122.378311 37.73023999999999, -122.377906 37.730099, -122.377493 37.730018, -122.377203 37.730016, -122.377073 37.730015, -122.376647 37.730115, -122.376274 37.730146, -122.37573 37.730061, -122.375094 37.729743, -122.376447 37.728708, -122.376681 37.72853, -122.377681 37.72863, -122.378278 37.728964, -122.378542 37.728942, -122.379175 37.728232, -122.381399 37.729489, -122.382746 37.730282, -122.382888 37.730342, -122.382776 37.730419, -122.382628 37.730512, -122.38227 37.73062, -122.38209 37.730635, -122.381782 37.730617, -122.381439 37.730582))"
124,2001,6.08E+13,75,7,N,6,31202,"POLYGON ((-122.448411 37.721397, -122.448533 37.721492, -122.449178 37.721751, -122.449296 37.721752, -122.449343 37.721818, -122.450002 37.722082, -122.450118 37.722083, -122.449559 37.722961, -122.449487 37.72291999999999, -122.448123 37.722916, -122.447908 37.722916, -122.44799 37.722669, -122.448122 37.721997, -122.448212 37.721851, -122.448388 37.721566, -122.448411 37.721397))"
125,1020,6.08E+13,75,40,N,6,23001,"POLYGON ((-122.400789 37.738638, -122.398942 37.737589, -122.399504 37.736964, -122.401373 37.738025, -122.40142 37.738052, -122.401097 37.73833, -122.400789 37.738638))"
126,1049,6.08E+13,75,0,N,6,17902,"POLYGON ((-122.369168 37.825699, -122.370018 37.825313, -122.371108 37.826909, -122.370112 37.827349, -122.368999 37.825775, -122.369168 37.825699))"
127,3019,6.08E+13,75,47,N,6,26302,"POLYGON ((-122.426181 37.708396, -122.426193 37.708344, -122.42627 37.708347, -122.426366 37.708351, -122.426927 37.708378, -122.427106 37.708385, -122.427164 37.708388, -122.427087 37.708647, -122.426955 37.708906, -122.426821 37.709122, -122.426707 37.70925, -122.426538 37.709354, -122.426354 37.709423, -122.426152 37.709399, -122.426074 37.709347, -122.426021 37.709312, -122.425949 37.709114, -122.425965 37.709007, -122.426016 37.70888, -122.426139 37.708571, -122.426181 37.708396))"
128,4015,6.08E+13,75,30,N,6,33000,"POLYGON ((-122.491343 37.734008, -122.491317 37.73404, -122.491242 37.734132, -122.491279 37.734698, -122.488692 37.734809, -122.488576 37.734764, -122.488726 37.734563, -122.488817 37.734386, -122.488834 37.734258, -122.488956 37.734113, -122.489086 37.734197, -122.490326 37.734136, -122.490444 37.73405, -122.49055 37.734125, -122.491132 37.734096, -122.491343 37.734008))"
129,5001,6.08E+13,75,72,N,6,33000,"POLYGON ((-122.486408 37.742579, -122.486279 37.740711, -122.487346 37.740664, -122.487476 37.742532, -122.486408 37.742579))"
130,1008,6.08E+13,75,57,N,6,33000,"POLYGON ((-122.485335 37.742626, -122.484264 37.742673, -122.484132 37.740805, -122.485205 37.740758, -122.485335 37.742626))"
131,3007,6.08E+13,75,33,N,6,33000,"POLYGON ((-122.487217 37.738805, -122.48725 37.738603, -122.487384 37.738375, -122.487504 37.738105, -122.48753 37.737953, -122.487535 37.737628, -122.488193 37.737604, -122.488349 37.737622, -122.488419 37.737644, -122.488384 37.737964, -122.488352 37.738175, -122.48828 37.738503, -122.488228 37.738663, -122.488287 37.738758, -122.487217 37.738805))"
132,3006,6.08E+13,75,61,N,6,33000,"POLYGON ((-122.48177 37.737781, -122.481764 37.737702, -122.481727 37.737172, -122.482014 37.737352, -122.48238 37.737463, -122.482827 37.737469, -122.483244 37.737463, -122.483971 37.737387, -122.484296 37.737194, -122.48495 37.737117, -122.485055 37.737082, -122.485398 37.736887, -122.485767 37.736757, -122.486239 37.736758, -122.486865 37.73689299999999, -122.487474 37.73696, -122.487516 37.737573, -122.487535 37.737628, -122.48753 37.737953, -122.487504 37.738105, -122.487384 37.738375, -122.48725 37.738603, -122.487217 37.738805, -122.486141 37.738853, -122.485074 37.7389, -122.484003 37.738947, -122.482933 37.738994, -122.481859 37.739042, -122.48177 37.737781))"
133,1000,6.08E+13,75,81,N,6,32802,"POLYGON ((-122.479687 37.754099, -122.479558 37.752235, -122.480629 37.752187, -122.480759 37.754051, -122.479687 37.754099))"
134,2007,6.08E+13,75,57,N,6,32802,"POLYGON ((-122.477415 37.752329, -122.477283 37.750463, -122.478354 37.750416, -122.478486 37.752282, -122.477415 37.752329))"
135,1009,6.08E+13,75,50,N,6,30301,"POLYGON ((-122.474594 37.758061, -122.474464 37.756202, -122.475537 37.756155, -122.475666 37.758014, -122.475595 37.757976, -122.474665 37.758017, -122.474594 37.758061))"
136,1001,6.08E+13,75,23,N,6,30302,"POLYGON ((-122.472071 37.755239, -122.472034 37.754682, -122.472049 37.75457, -122.472064 37.754497, -122.472124 37.754389, -122.472376 37.754725, -122.472423 37.75477, -122.472985 37.755183, -122.473103 37.755281, -122.473344 37.75554899999999, -122.473683 37.756237, -122.472717 37.756282, -122.472681 37.75618, -122.472515 37.755972, -122.472409 37.75587, -122.472423 37.755812, -122.472355 37.755675, -122.472111 37.755384, -122.472071 37.755239))"
137,4008,6.08E+13,75,12,N,6,30301,"POLYGON ((-122.471168 37.755099, -122.47121 37.755194, -122.471286 37.755253, -122.471422 37.755349, -122.471689 37.755475, -122.4719 37.755586, -122.47209 37.755688, -122.472279 37.755836, -122.472381 37.75594299999999, -122.472447 37.756011, -122.472609 37.75621, -122.472643 37.756285, -122.472639 37.756322, -122.472628 37.756416, -122.472572 37.756523, -122.472333 37.756806, -122.47214 37.757103, -122.472033 37.757333, -122.472027 37.757465, -122.471965 37.757338, -122.471875 37.757295, -122.471545 37.757161, -122.471414 37.757104, -122.471288 37.75703, -122.471178 37.756938, -122.471086 37.756818, -122.471037 37.756713, -122.471011 37.756631, -122.470997 37.756519, -122.471007 37.756347, -122.471035 37.755862, -122.470995 37.755772, -122.471008 37.755487, -122.471035 37.755353, -122.471168 37.755099))"
138,1007,6.08E+13,75,29,N,6,30302,"POLYGON ((-122.471017 37.754797, -122.471049 37.754515, -122.471043 37.754466, -122.471019 37.754266, -122.472116 37.754217, -122.472124 37.754389, -122.472064 37.754497, -122.472049 37.75457, -122.472034 37.754682, -122.472071 37.755239, -122.472111 37.755384, -122.472355 37.755675, -122.472423 37.755812, -122.472409 37.75587, -122.472333 37.755792, -122.472144 37.755643, -122.471726 37.755426, -122.471463 37.755297, -122.471339 37.755215, -122.471269 37.755154, -122.471168 37.755099, -122.471017 37.754797))"
139,3008,6.08E+13,75,54,N,6,30400,"POLYGON ((-122.473946 37.74874, -122.473816 37.746874, -122.474887 37.746827, -122.475017 37.748692, -122.473946 37.74874))"
140,3006,6.08E+13,75,48,N,6,30400,"POLYGON ((-122.472322 37.74881, -122.471749 37.748836, -122.47162 37.74697099999999, -122.472058 37.746952, -122.472742 37.746921, -122.472873 37.748787, -122.472322 37.74881))"
141,3014,6.08E+13,75,10,N,6,30302,"POLYGON ((-122.471018 37.749775, -122.470668 37.748971, -122.470595 37.748869, -122.47074 37.748843, -122.471587 37.74880599999999, -122.471749 37.748836, -122.471648 37.7489, -122.471637 37.749013, -122.471607 37.749099, -122.471537 37.749195, -122.471018 37.749775))"
142,1024,6.08E+13,75,0,N,6,60400,"POLYGON ((-122.472551 37.712784, -122.472298 37.712714, -122.471972 37.712683, -122.471751 37.712681, -122.4719 37.712625, -122.471951 37.712578, -122.47195 37.712518, -122.471931 37.712463, -122.471612 37.712213, -122.471545 37.712191, -122.471434 37.712218, -122.471393 37.712258, -122.47137 37.712311, -122.471311 37.712475, -122.471255 37.711831, -122.471252 37.711592, -122.471363 37.7118, -122.471461 37.711929, -122.471591 37.712071, -122.471953 37.712382, -122.472228 37.712591, -122.472551 37.712784))"
143,3015,6.08E+13,75,29,N,6,30700,"POLYGON ((-122.457563 37.734486, -122.457685 37.734488, -122.45811 37.734568, -122.45838 37.734581, -122.458755 37.734539, -122.45905 37.734458, -122.459505 37.734291, -122.459391 37.734425, -122.459368 37.734739, -122.459396 37.734938, -122.459472 37.735154, -122.459707 37.735504, -122.459597 37.735506, -122.458824 37.735351, -122.458613 37.735358, -122.457823 37.735515, -122.457589 37.735561, -122.457589 37.735496, -122.457506 37.735329, -122.457521 37.73459, -122.457563 37.734486))"
144,2003,6.08E+13,75,19,N,6,30102,"POLYGON ((-122.456523 37.755462, -122.456242 37.755445, -122.456346 37.755125, -122.456479 37.754874, -122.456945 37.75404899999999, -122.457132 37.753859, -122.457372 37.75371, -122.457462 37.75369, -122.457615 37.753647, -122.457759 37.753628, -122.457899 37.75409399999999, -122.458032 37.75414, -122.457902 37.754151, -122.457636 37.754243, -122.457445 37.754386, -122.456657 37.755389, -122.456523 37.755462))"
145,2001,6.08E+13,75,24,N,6,30102,"POLYGON ((-122.454764 37.756899, -122.454722 37.75680699999999, -122.454736 37.756638, -122.454806 37.756496, -122.455212 37.755957, -122.455255 37.75588, -122.455699 37.756039, -122.456563 37.756119, -122.455697 37.756676, -122.455654 37.756678, -122.455429 37.756725, -122.454764 37.756899))"
146,1025,6.08E+13,75,0,N,6,60400,"POLYGON ((-122.472737 37.712927, -122.472854 37.712911, -122.473613 37.713182, -122.474188 37.713414, -122.475433 37.714056, -122.475475 37.714157, -122.475342 37.71416, -122.473964 37.713446, -122.473391 37.713233, -122.472821 37.71302, -122.472737 37.712927))"
147,2000,6.08E+13,75,30,N,6,30500,"POLYGON ((-122.45002 37.751135, -122.450018 37.75125999999999, -122.450017 37.751505, -122.44973 37.752875, -122.449697 37.753087, -122.449712 37.753339, -122.449796 37.753599, -122.450012 37.753936, -122.449715 37.754072, -122.449567 37.75414, -122.449339 37.753767, -122.44925 37.753547, -122.449212 37.753343, -122.449195 37.753142, -122.449202 37.75298799999999, -122.449223 37.752826, -122.44926 37.75264, -122.449323 37.752393, -122.449422 37.75192, -122.449538 37.751398, -122.449658 37.75125999999999, -122.449818 37.751171, -122.45002 37.751135))"
