,ROUTE_SHORT_NAME,DIR,STOPNAME,STOP_ID
3833,44,1,100 O'Shaughnessy Blvd  ,5829
4493,53,0,101 Dakota St   ,4343
314,10,1,101 Dakota St   ,4343
1142,19,1,1095 CONNECTICUT ST,4122
4824,6,1,10th Ave & Ortega St  ,3230
4825,6,1,10th Ave & Pacheco St  ,3231
4771,6,0,10th Ave & Pacheco St  ,3232
4772,6,0,10th Ave & Quintara St  ,3234
4826,6,1,10th Ave & Quintara St  ,3233
5429,88,1,1100 Lake Merced Blvd  ,4828
948,18,0,1100 Lake Merced Blvd  ,4828
5402,88,0,1100 Lake Merced Blvd   ,4829
1010,18,1,1100 Lake Merced Blvd   ,4829
3432,39,0,115 TELEGRAPH Hill Blvd,6651
3016,36,1,117 Warren Dr   ,6907
5796,9,1,11th St & Bryant St   ,3235
5906,90,1,11th St & Bryant St   ,3235
5907,90,1,11th St & Folsom St   ,3236
5728,9,0,11th St & Folsom St   ,3237
3964,47,0,11th St & Folsom St   ,3237
5797,9,1,11th St & Folsom St   ,3236
5857,90,0,11th St & Folsom St   ,3237
3999,47,1,11th St & Folsom St   ,3236
5908,90,1,11th St & Harrison St   ,3238
5858,90,0,11th St & Harrison St   ,3239
5798,9,1,11th St & Harrison St   ,3238
1969,27,0,11th St & Harrison St   ,3239
6396,9L,1,11th St & Harrison St   ,3238
451,12,0,11th St & Harrison St   ,3238
3965,47,0,11th St & Harrison St   ,3239
4000,47,1,11th St & Harrison St   ,3238
6377,9L,0,11th St & Harrison St   ,3239
5729,9,0,11th St & Harrison St   ,3239
5859,90,0,11th St & Howard St   ,3241
3966,47,0,11th St & Howard St   ,3241
5909,90,1,11th St & Howard St   ,3240
4001,47,1,11th St & Howard St   ,3240
5730,9,0,11th St & Howard St   ,3241
5799,9,1,11th St & Howard St   ,3240
5731,9,0,11th St & Market St   ,3245
6378,9L,0,11th St & Market St   ,3245
5800,9,1,11th St & Market St   ,3244
6397,9L,1,11th St & Market St   ,3244
3967,47,0,11th St & Mission St   ,3243
5732,9,0,11th St & Mission St   ,3243
5860,90,0,11th St & Mission St   ,3243
5801,9,1,11th St & Mission St   ,3242
4773,6,0,11th St/btw Market & Mission,7408
6612,L-OWL,0,120 Portola Dr  ,6009
3100,37,0,120 Portola Dr  ,6009
6538,K-OWL,0,120 Portola Dr  ,6009
6713,M-OWL,0,120 Portola Dr  ,6009
3597,43,0,126 Miraloma Dr  ,5513
406,108,0,13th St & Gateview Ave  ,3246
425,108,1,13th St & Gateview Ave  ,3246
4529,53,1,14 Dakota St  ,4342
228,10,0,14 Dakota St  ,4342
4774,6,0,14th Ave & Quintara St   ,3247
4827,6,1,14th Ave & Quintara St   ,3247
4909,66,1,14th Ave & Santiago St  ,3248
4035,48,0,14th Ave & Santiago St  ,3248
4036,48,0,14th Ave & Taraval St  ,3250
4121,48,1,14th Ave & Taraval St  ,3249
4122,48,1,14th Ave & Ulloa St  ,3252
4037,48,0,14th Ave & Ulloa St  ,3251
3153,37,1,14th St & Alpine Ter  ,3253
3101,37,0,14th St & Castro St  ,3257
3154,37,1,14th St & Castro St  ,3256
3102,37,0,14th St & Church St  ,3255
3155,37,1,14th St & Church St  ,3255
3156,37,1,14th St & Noe St  ,3258
3103,37,0,14th St & Noe St  ,3259
3157,37,1,14th St & SANCHEZ ST,3260
3104,37,0,14th St & Sanchez St  ,3261
4215,49,0,150 Otis St  ,5835
584,14,0,150 Otis St  ,5835
4880,66,0,15th Ave & Noriega St  ,3262
4881,66,0,15th Ave & Ortega St  ,3263
4882,66,0,15th Ave & Pacheco St  ,3264
4883,66,0,15th Ave & Quintara St  ,3265
6663,L-OWL,1,15th Ave & Taraval St  ,3267
6613,L-OWL,0,15th Ave & Taraval St  ,3266
6664,L-OWL,1,15th Ave & Ulloa St  ,3269
6614,L-OWL,0,15th Ave & Ulloa St  ,3268
887,17,0,15th Ave & West Portal Ave   ,3270
4494,53,0,15th St & Mission St  ,3271
2936,35,1,164 Addison  St   ,3614
6417,9X,0,1650 Geneva Ave   ,4795
6069,91,1,1650 Geneva Ave   ,4796
5611,8X,0,1650 Geneva Ave   ,4795
6474,9X,1,1650 Geneva Ave   ,4796
5563,8BX,1,1650 Geneva Ave   ,4796
6276,9BX,0,1650 Geneva Ave   ,4795
5515,8BX,0,1650 Geneva Ave   ,4795
6194,9AX,0,1650 Geneva Ave   ,4795
5956,91,0,1650 Geneva Ave   ,4795
6235,9AX,1,1650 Geneva Ave   ,4796
6326,9BX,1,1650 Geneva Ave   ,4796
5668,8X,1,1650 Geneva Ave   ,4796
3834,44,1,1697 7th Ave,3189
3681,43,1,1697 7th Ave,3189
3017,36,1,1697 7th Ave  ,3188
3768,44,0,1697 7th Ave  ,3188
3598,43,0,1697 7th Ave  ,3188
4884,66,0,16th Ave & Lawton St  ,3273
4910,66,1,16th Ave & Lawton St   ,3272
4885,66,0,16th Ave & Lomita Ave  ,3275
4886,66,0,16th Ave & Moraga St  ,3277
4911,66,1,16th Ave & Moraga St   ,3276
4912,66,1,16th Ave & Noriega St  ,3278
4913,66,1,16th Ave & Ortega St  ,3279
4914,66,1,16th Ave & Pacheco St  ,3280
4887,66,0,16th Avenue at Lawton Street,7231
2863,33,1,16th St & Bryant St  ,3281
1526,22,0,16th St & Bryant St  ,3282
1577,22,1,16th St & Bryant St  ,3281
4495,53,0,16th St & Bryant St  ,3282
2817,33,0,16th St & Bryant St  ,3282
4530,53,1,16th St & Bryant St  ,3281
1578,22,1,16th St & Church St  ,3283
1579,22,1,16th St & Dolores St  ,3284
1527,22,0,16th St & Dolores St  ,3285
4531,53,1,16th St & Folsom St ,7289
2864,33,1,16th St & Folsom St ,7289
1580,22,1,16th St & Folsom St ,7289
1581,22,1,16th St & Guerrero St  ,3286
1528,22,0,16th St & Guerrero St  ,3287
2865,33,1,16th St & Harrison St  ,3288
4496,53,0,16th St & Harrison St  ,3289
1582,22,1,16th St & Harrison St  ,3288
4532,53,1,16th St & Harrison St  ,3288
2818,33,0,16th St & Harrison St  ,3289
1529,22,0,16th St & Harrison St  ,3289
1530,22,0,16th St & Kansas St  ,3290
4497,53,0,16th St & Kansas St  ,3290
2819,33,0,16th St & Mission St  ,3292
1531,22,0,16th St & Mission St  ,3293
1583,22,1,16th St & Mission St  ,3291
4533,53,1,16th St & Mission St  ,3303
4498,53,0,16th St & Mission St  ,3303
4534,53,1,16th St & Potrero Ave  ,3295
2866,33,1,16th St & Potrero Ave  ,3295
2820,33,0,16th St & Potrero Ave  ,3296
4499,53,0,16th St & Potrero Ave  ,3296
1584,22,1,16th St & Potrero Ave  ,3295
1532,22,0,16th St & Potrero Ave  ,3296
4500,53,0,16th St & San Bruno Ave  ,3297
1533,22,0,16th St & San Bruno Ave  ,3297
2821,33,0,16th St & Shotwell St  ,3299
4501,53,0,16th St & Shotwell St  ,3299
1534,22,0,16th St & Shotwell St  ,3299
1585,22,1,16th St & Valencia St  ,3300
1535,22,0,16th St & Valencia St  ,3301
1586,22,1,16th St & Vermont St  ,3302
4535,53,1,16th St & Vermont St  ,3302
888,17,0,170 Buckingham Way  ,3799
5957,91,0,1721 Geneva Ave  ,4798
6195,9AX,0,1721 Geneva Ave  ,4798
5516,8BX,0,1721 Geneva Ave  ,4798
5612,8X,0,1721 Geneva Ave  ,4798
6418,9X,0,1721 Geneva Ave  ,4798
6277,9BX,0,1721 Geneva Ave  ,4798
5802,9,1,1725 Sunnydale Ave  ,6565
5733,9,0,1725 Sunnydale Ave  ,6565
5564,8BX,1,1750 Geneva Ave   ,4799
6327,9BX,1,1750 Geneva Ave   ,4799
5669,8X,1,1750 Geneva Ave   ,4799
6475,9X,1,1750 Geneva Ave   ,4799
6070,91,1,1750 Geneva Ave   ,4799
6236,9AX,1,1750 Geneva Ave   ,4799
1073,19,0,176 Rhode Island St   ,6186
3599,43,0,1798 Laguna Honda Blvd,5253
3769,44,0,1798 Laguna Honda Blvd,5253
3018,36,1,1798 Laguna Honda Blvd,5253
4123,48,1,17th Ave & Rivera St  ,3304
4038,48,0,17th Ave & Rivera St  ,3305
4124,48,1,17th Ave & Santiago St  ,3306
3158,37,1,17th St & Belvedere St  ,3307
3159,37,1,17th St & Clayton St  ,3309
3160,37,1,17th St & Cole St  ,3310
229,10,0,17th St & De Haro St,7537
1536,22,0,17th St & De Haro St  ,3313
230,10,0,17th St & De Haro St  ,3312
315,10,1,17th St & De Haro St  ,3312
1587,22,1,17th St & De Haro St  ,3312
3105,37,0,17th St & Diamond St  ,3314
1588,22,1,17th St & Kansas St  ,3317
1589,22,1,17th St & Wisconsin St  ,3319
1537,22,0,17th St & Wisconsin St  ,3320
231,10,0,17th St & Wisconsin St  ,3320
316,10,1,17th St & Wisconsin St  ,3319
5734,9,0,1800 Sunnydale Ave  ,6566
1538,22,0,18th St & 3rd St  ,3321
2822,33,0,18th St & Castro St  ,3326
2867,33,1,18th St & Castro St  ,3325
2823,33,0,18th St & Church St  ,3323
2868,33,1,18th St & Church St  ,3322
1590,22,1,18th St & Connecticut St  ,3324
2869,33,1,18th St & Danvers St  ,3327
2824,33,0,18th St & Danvers St  ,3328
2825,33,0,18th St & Diamond St  ,3329
2870,33,1,18th St & Dolores St  ,3330
2826,33,0,18th St & Dolores St  ,3331
2871,33,1,18th St & Eureka St  ,3332
2827,33,0,18th St & Guerrero St  ,3334
2872,33,1,18th St & Guerrero St  ,3333
2828,33,0,18th St & Hattie St  ,3336
2873,33,1,18th St & Hattie St  ,3335
2874,33,1,18th St & Market St  ,3339
1539,22,0,18th St & Minnesota St  ,3337
2875,33,1,18th St & Mission St  ,3338
2876,33,1,18th St & Noe St  ,3340
2829,33,0,18th St & Noe St  ,3341
1540,22,0,18th St & Pennsylvania Ave  ,3343
1591,22,1,18th St & Pennsylvania Ave  ,3342
2830,33,0,18th St & Sanchez St  ,3345
2877,33,1,18th St & Sanchez St  ,3344
1592,22,1,18th St & Texas St  ,3346
1541,22,0,18th St & Texas St  ,3347
2831,33,0,18th St & Valencia St  ,3349
2878,33,1,18th St & Valencia St  ,3348
917,17,1,190 Buckingham Way  ,3800
5735,9,0,1900 Sunnydale Ave  ,6567
5803,9,1,1901 Sunnydale Ave  ,6568
5736,9,0,1901 Sunnydale Ave  ,6568
2102,28,1,19TH AVE &  LINCOLN WAY,392
2171,28L,1,19TH AVE &  LINCOLN WAY,392
2201,29,0,19TH AVE & Holloway Ave,3357
2103,28,1,19th Ave & Banbury Dr  ,3351
2172,28L,1,19th Ave & Banbury Dr  ,3351
949,18,0,19th Ave & Buckingham Way  ,3352
1011,18,1,19th Ave & Buckingham Way  ,3352
2104,28,1,19th Ave & Eucalyptus Dr  ,3355
2142,28L,0,19th Ave & Eucalyptus Dr  ,3354
5958,91,0,19th Ave & Eucalyptus Dr  ,3355
6071,91,1,19th Ave & Eucalyptus Dr  ,3354
2065,28,0,19th Ave & Eucalyptus Dr  ,3354
2173,28L,1,19th Ave & Eucalyptus Dr  ,3355
2143,28L,0,19th Ave & Holloway Ave  ,3356
6072,91,1,19th Ave & Holloway Ave  ,3356
889,17,0,19th Ave & Holloway Ave  ,3356
6714,M-OWL,0,19th Ave & Holloway Ave  ,3356
2066,28,0,19th Ave & Holloway Ave  ,3356
2202,29,0,19th Ave & Holloway Ave  ,3356
2144,28L,0,19th Ave & Irving St  ,3359
5959,91,0,19th Ave & Irving St  ,3360
2067,28,0,19th Ave & Irving St  ,3359
2105,28,1,19th Ave & Irving St  ,3360
2174,28L,1,19th Ave & Irving St  ,3360
6073,91,1,19th Ave & Irving St  ,3359
2175,28L,1,19th Ave & Judah St  ,3364
2068,28,0,19th Ave & Judah St  ,3365
2145,28L,0,19th Ave & Judah St  ,3365
6074,91,1,19th Ave & Judah St  ,3365
5960,91,0,19th Ave & Judah St  ,3364
2106,28,1,19th Ave & Judah St  ,3364
2069,28,0,19th Ave & Junipero Serra Blvd ,3363
2176,28L,1,19th Ave & Junipero Serra Blvd ,3362
2146,28L,0,19th Ave & Junipero Serra Blvd ,3363
2107,28,1,19th Ave & Junipero Serra Blvd ,3362
2070,28,0,19th Ave & Kirkham St  ,3367
2108,28,1,19th Ave & Kirkham St  ,3366
2177,28L,1,19th Ave & Kirkham St  ,3366
5961,91,0,19th Ave & Kirkham St  ,3366
2147,28L,0,19th Ave & Kirkham St  ,3367
6075,91,1,19th Ave & Kirkham St  ,3367
2178,28L,1,19th Ave & Lawton St  ,3368
6076,91,1,19th Ave & Lawton St  ,3369
5962,91,0,19th Ave & Lawton St  ,3368
2148,28L,0,19th Ave & Lawton St  ,3369
2071,28,0,19th Ave & Lawton St  ,3369
2109,28,1,19th Ave & Lawton St  ,3368
2310,29,1,19th Ave & Lincoln Way  ,3370
5963,91,0,19th Ave & Lincoln Way  ,3370
2072,28,0,19th Ave & Lincoln Way  ,3371
2149,28L,0,19th Ave & Lincoln Way  ,3371
6077,91,1,19th Ave & Lincoln Way  ,3371
2179,28L,1,19th Ave & Moraga St  ,3373
2073,28,0,19th Ave & Moraga St  ,3372
6078,91,1,19th Ave & Moraga St  ,3372
5964,91,0,19th Ave & Moraga St  ,3373
2110,28,1,19th Ave & Moraga St  ,3373
2150,28L,0,19th Ave & Moraga St  ,3372
6079,91,1,19th Ave & Noriega St  ,3375
5965,91,0,19th Ave & Noriega St  ,3374
2111,28,1,19th Ave & Noriega St  ,3374
2151,28L,0,19th Ave & Noriega St  ,3375
2074,28,0,19th Ave & Noriega St  ,3375
2180,28L,1,19th Ave & Noriega St  ,3374
2075,28,0,19th Ave & Ocean Ave  ,3377
5966,91,0,19th Ave & Ocean Ave  ,3378
2152,28L,0,19th Ave & Ocean Ave  ,3377
2181,28L,1,19th Ave & Ocean Ave  ,3378
2112,28,1,19th Ave & Ocean Ave  ,3378
6080,91,1,19th Ave & Ocean Ave  ,3377
2076,28,0,19th Ave & Ortega St  ,3380
2153,28L,0,19th Ave & Ortega St  ,3380
2113,28,1,19th Ave & Ortega St  ,3379
5967,91,0,19th Ave & Ortega St  ,3379
2182,28L,1,19th Ave & Ortega St  ,3379
6081,91,1,19th Ave & Ortega St  ,3380
6082,91,1,19th Ave & Pacheco St  ,3382
2114,28,1,19th Ave & Pacheco St  ,3381
5968,91,0,19th Ave & Pacheco St  ,3381
2154,28L,0,19th Ave & Pacheco St  ,3382
2183,28L,1,19th Ave & Pacheco St  ,3381
2077,28,0,19th Ave & Pacheco St  ,3382
2115,28,1,19th Ave & Quintara St  ,3383
6083,91,1,19th Ave & Quintara St  ,3384
5969,91,0,19th Ave & Quintara St  ,3383
2184,28L,1,19th Ave & Quintara St  ,3383
2155,28L,0,19th Ave & Quintara St  ,3384
2078,28,0,19th Ave & Quintara St  ,3384
6715,M-OWL,0,19th Ave & Randolph St   ,3387
2079,28,0,19th Ave & Rivera St  ,3389
2116,28,1,19th Ave & Rivera St  ,3388
5970,91,0,19th Ave & Rivera St  ,3388
6084,91,1,19th Ave & Rivera St  ,3389
2185,28L,1,19th Ave & Rivera St  ,3388
2156,28L,0,19th Ave & Rivera St  ,3389
2080,28,0,19th Ave & Santiago St  ,3393
2186,28L,1,19th Ave & Santiago St  ,3392
2157,28L,0,19th Ave & Santiago St  ,3393
6085,91,1,19th Ave & Santiago St  ,3393
2117,28,1,19th Ave & Santiago St  ,3392
5971,91,0,19th Ave & Santiago St  ,3392
5972,91,0,19th Ave & Sloat Blvd  ,3391
2081,28,0,19th Ave & Sloat Blvd  ,3390
2187,28L,1,19th Ave & Sloat Blvd  ,3391
6086,91,1,19th Ave & Sloat Blvd  ,3390
2118,28,1,19th Ave & Sloat Blvd  ,3391
2158,28L,0,19th Ave & Sloat Blvd  ,3390
2159,28L,0,19th Ave & Taraval St  ,3395
2082,28,0,19th Ave & Taraval St  ,3395
2119,28,1,19th Ave & Taraval St  ,3394
2188,28L,1,19th Ave & Taraval St  ,3394
6087,91,1,19th Ave & Taraval St  ,3395
5973,91,0,19th Ave & Taraval St  ,3394
2120,28,1,19th Ave & Ulloa St  ,3396
2189,28L,1,19th Ave & Ulloa St  ,3396
6088,91,1,19th Ave & Ulloa St  ,3397
2160,28L,0,19th Ave & Ulloa St  ,3397
5974,91,0,19th Ave & Ulloa St  ,3396
2083,28,0,19th Ave & Ulloa St  ,3397
2190,28L,1,19th Ave & Vicente St  ,3398
2161,28L,0,19th Ave & Vicente St  ,3399
5975,91,0,19th Ave & Vicente St  ,3398
2084,28,0,19th Ave & Vicente St  ,3399
6089,91,1,19th Ave & Vicente St  ,3399
2121,28,1,19th Ave & Vicente St  ,3398
2085,28,0,19th Ave & Wawona St  ,3400
5976,91,0,19th Ave & Wawona St  ,3401
2162,28L,0,19th Ave & Wawona St  ,3400
6090,91,1,19th Ave & Wawona St  ,3400
2122,28,1,19th Ave & Wawona St  ,3401
2191,28L,1,19th Ave & Wawona St  ,3401
5977,91,0,19th Ave & Winston Dr  ,3402
2123,28,1,19th Ave & Winston Dr  ,3402
2192,28L,1,19th Ave & Winston Dr  ,3402
2086,28,0,19th Ave& Winston Dr NW-NS/SB,7448
6716,M-OWL,0,19th Ave& Winston Dr NW-NS/SB,7448
6091,91,1,19th Ave& Winston Dr NW-NS/SB,7448
2163,28L,0,19th Ave& Winston Dr NW-NS/SB,7448
2124,28,1,19th Avenue &  Holloway St,390
2193,28L,1,19th Avenue &  Holloway St,390
918,17,1,19th Avenue &  Holloway St,390
2311,29,1,19th Avenue &  Holloway St,390
5978,91,0,19th Avenue &  Holloway St,390
232,10,0,1st St & Howard St   ,3001
233,10,0,1st St & Natoma St,7429
426,108,1,1st St & Natoma St,7429
919,17,1,20th Av/Macy's Stonestown,3406
890,17,0,20th Av/Macy's Stonestown,7211
891,17,0,20th Ave & Buckingham Way  ,3405
920,17,1,20th Ave & Buckingham Way  ,3404
892,17,0,20th Ave & Winston Dr  ,3409
921,17,1,20th Ave & Winston Dr  ,3408
1012,18,1,20th Ave & Winston Dr  ,3408
4125,48,1,20th St & 3rd St  ,3411
4039,48,0,20th St & 3rd St  ,3411
1542,22,0,20th St & 3rd St  ,3410
1593,22,1,20th St & 3rd St  ,3410
234,10,0,20th St & Arkansas St  ,3412
4040,48,0,20th St & Arkansas St  ,3412
4126,48,1,20th St & Arkansas St  ,3413
317,10,1,20th St & Arkansas St  ,3413
2909,35,0,20th St & Collingwood St  ,3414
2910,35,0,20th St & Eureka St  ,3415
4536,53,1,20th St & Kansas St  ,3416
4502,53,0,20th St & Kansas St  ,3417
4041,48,0,20th St & Missouri St  ,3418
4503,53,0,20th St & Missouri St  ,3418
4127,48,1,20th St & Missouri St  ,3420
4504,53,0,20th St & Rhode Island St  ,3421
4128,48,1,20th St & Texas St  ,3422
4537,53,1,20th St & Vermont St  ,3423
3106,37,0,210 Corbett Ave   ,4162
3161,37,1,211 Corbett Ave   ,4163
4129,48,1,21st St & Douglass St  ,3424
3433,39,0,225 TELEGRAPH Hill Blvd,6652
3448,39,1,225 TELEGRAPH Hill Blvd,6653
5737,9,0,228 Bay Shore Blvd  ,3768
5861,90,0,228 Bay Shore Blvd  ,3768
5163,71,1,22nd Ave & Irving St  ,3425
91,016BX,1,22nd Ave & Irving St  ,3425
852,16X,1,22nd Ave & Irving St  ,3425
5285,71L,1,22nd Ave & Irving St  ,3425
5286,71L,1,22nd Ave & Judah St  ,3426
92,016BX,1,22nd Ave & Judah St  ,3426
5164,71,1,22nd Ave & Judah St  ,3426
853,16X,1,22nd Ave & Judah St  ,3426
5165,71,1,22nd Ave & Kirkham St  ,3427
93,016BX,1,22nd Ave & Kirkham St  ,3427
5287,71L,1,22nd Ave & Kirkham St  ,3427
854,16X,1,22nd Ave & Kirkham St  ,3427
5166,71,1,22nd Ave & Lawton St  ,3428
855,16X,1,22nd Ave & Lawton St  ,3428
94,016BX,1,22nd Ave & Lawton St  ,3428
5288,71L,1,22nd Ave & Lawton St  ,3428
95,016BX,1,22nd Ave & Lincoln Way  ,3429
5167,71,1,22nd Ave & Lincoln Way  ,3429
856,16X,1,22nd Ave & Lincoln Way  ,3429
5289,71L,1,22nd Ave & Lincoln Way  ,3429
5290,71L,1,22nd Ave & Moraga St  ,3430
5168,71,1,22nd Ave & Moraga St  ,3430
857,16X,1,22nd Ave & Moraga St  ,3430
96,016BX,1,22nd Ave & Moraga St  ,3430
5169,71,1,22nd Ave & Noriega St  ,3431
5291,71L,1,22nd Ave & Noriega St  ,3431
858,16X,1,22nd Ave & Noriega St  ,3431
97,016BX,1,22nd Ave & Noriega St  ,3431
4042,48,0,22nd St & 3rd St  ,3432
4538,53,1,22nd St & Carolina St  ,3434
4130,48,1,22nd St & Iowa St,7126
4043,48,0,22nd St & Iowa St  ,3435
4044,48,0,22nd St & Minnesota St  ,3436
4131,48,1,22nd St & Minnesota St  ,3437
4045,48,0,22nd St & Mississippi St  ,3438
4132,48,1,22nd St & Pennsylvania Ave  ,3439
4505,53,0,22nd St & Wisconsin St  ,3440
318,10,1,23RD ST & KANSAS ST,3450
4133,48,1,23RD ST & KANSAS ST,3450
5229,71L,0,23rd Ave & Irving St  ,3441
62,016BX,0,23rd Ave & Irving St  ,3441
816,16X,0,23rd Ave & Irving St  ,3441
5101,71,0,23rd Ave & Irving St  ,3441
5230,71L,0,23rd Ave & Judah St  ,3442
63,016BX,0,23rd Ave & Judah St  ,3442
5102,71,0,23rd Ave & Judah St  ,3442
817,16X,0,23rd Ave & Judah St  ,3442
5231,71L,0,23rd Ave & Kirkham St  ,3443
818,16X,0,23rd Ave & Kirkham St  ,3443
64,016BX,0,23rd Ave & Kirkham St  ,3443
5103,71,0,23rd Ave & Kirkham St  ,3443
5232,71L,0,23rd Ave & Lawton St  ,3444
65,016BX,0,23rd Ave & Lawton St  ,3444
819,16X,0,23rd Ave & Lawton St  ,3444
5104,71,0,23rd Ave & Lawton St  ,3444
66,016BX,0,23rd Ave & Lincoln Way  ,3445
5233,71L,0,23rd Ave & Lincoln Way  ,3445
820,16X,0,23rd Ave & Lincoln Way  ,3445
5105,71,0,23rd Ave & Lincoln Way  ,3445
821,16X,0,23rd Ave & Moraga St  ,3446
5234,71L,0,23rd Ave & Moraga St  ,3446
5106,71,0,23rd Ave & Moraga St  ,3446
67,016BX,0,23rd Ave & Moraga St  ,3446
822,16X,0,23rd Ave & Noriega St  ,3447
5235,71L,0,23rd Ave & Noriega St  ,3447
5107,71,0,23rd Ave & Noriega St  ,3447
68,016BX,0,23rd Ave & Noriega St  ,3447
235,10,0,23rd St & Dakota St,7545
2911,35,0,23rd St & Diamond St  ,3448
2937,35,1,23rd St & Eureka St  ,3449
4134,48,1,23rd St & Rhode Island St  ,3452
1143,19,1,23rd St & Rhode Island St  ,3452
319,10,1,23rd St & Rhode Island St  ,3452
4046,48,0,23rd St & Utah St  ,3453
320,10,1,23rd St & Utah St  ,3454
4135,48,1,23rd St & Utah St  ,3454
236,10,0,23rd St & Utah St  ,3453
237,10,0,23rd St & Vermont St  ,3455
321,10,1,23rd St & Vermont St  ,3456
4136,48,1,23rd St & Vermont St  ,3456
4047,48,0,23rd St & Vermont St  ,3455
4048,48,0,23rd St & Wisconsin St  ,3457
322,10,1,23rd St & Wisconsin St  ,3457
4137,48,1,24th St & Bryant St  ,3459
4049,48,0,24th St & Bryant St  ,3458
4138,48,1,24th St & Castro St  ,3463
4050,48,0,24th St & Castro St  ,3462
4051,48,0,24th St & Church St  ,3460
4139,48,1,24th St & Church St  ,3461
4140,48,1,24th St & Diamond St  ,3465
4052,48,0,24th St & Diamond St  ,3464
4141,48,1,24th St & Dolores St  ,3467
4053,48,0,24th St & Dolores St  ,3466
4054,48,0,24th St & Douglass St  ,3468
5001,67,1,24th St & Folsom St  ,3469
4949,67,0,24th St & Folsom St  ,3469
4142,48,1,24th St & Folsom St  ,3470
4055,48,0,24th St & Folsom St  ,3469
4143,48,1,24th St & Guerrero St  ,3472
4056,48,0,24th St & Guerrero St  ,3471
4144,48,1,24th St & Harrison St  ,3474
4057,48,0,24th St & Harrison St  ,3473
4058,48,0,24th St & Hoffman Ave  ,3475
4950,67,0,24th St & Mission St  ,3477
5002,67,1,24th St & Mission St  ,3477
4145,48,1,24th St & Mission St  ,3477
520,12,1,24th St & Mission St  ,3476
452,12,0,24th St & Mission St  ,3477
4059,48,0,24th St & Mission St  ,3476
4146,48,1,24th St & Noe St  ,7263
4060,48,0,24th St & Noe St  ,3478
4061,48,0,24th St & Potrero Ave  ,3480
4147,48,1,24th St & Sanchez St  ,3482
4062,48,0,24th St & Sanchez St  ,3481
5003,67,1,24th St & South Van Ness Ave  ,3484
4148,48,1,24th St & South Van Ness Ave  ,3484
4951,67,0,24th St & South Van Ness Ave  ,3483
4063,48,0,24th St & South Van Ness Ave  ,3483
4149,48,1,24th St & Valencia St  ,3486
5004,67,1,24th St & Valencia St  ,3486
4064,48,0,24th St & Valencia St  ,3485
4952,67,0,24th St & Valencia St  ,3486
453,12,0,24th St & Valencia St  ,3486
2312,29,1,25th Ave & Balboa St  ,3490
2203,29,0,25th Ave & Balboa St  ,3489
2313,29,1,25th Ave & California St  ,3492
2204,29,0,25th Ave & California St  ,3491
2314,29,1,25th Ave & Clement St  ,3496
2205,29,0,25th Ave & Clement St  ,3495
2315,29,1,25th Ave & El Camino Del Mar  ,3497
2206,29,0,25th Ave & El Camino Del Mar  ,3498
2207,29,0,25th Ave & Fulton St  ,3499
2208,29,0,25th Ave & Geary Blvd  ,3500
2316,29,1,25th Ave & Geary Blvd  ,3501
2209,29,0,25th Ave & Lake St  ,3502
2317,29,1,25th Ave & Lake St  ,3503
4150,48,1,25th Avenue & Dakota Street,7525
323,10,1,25th St & Connecticut St,3505
1074,19,0,25th St & Connecticut St,3505
4506,53,0,25th St & Connecticut St,3505
4539,53,1,25th St & Connecticut St  ,3504
4065,48,0,25th St & Connecticut St  ,3504
4151,48,1,25th St & Connecticut St  ,3504
238,10,0,25th St & Connecticut St  ,3504
239,10,0,25th St & Dakota St  ,3507
4066,48,0,25th St & Dakota St  ,3507
4540,53,1,25th St & Dakota St  ,3507
4152,48,1,25th St & Noe St  ,3510
2832,33,0,25th St & Potrero Ave   ,3511
240,10,0,25th St & Potrero Ave   ,3511
324,10,1,25th St & Potrero Ave   ,3511
2879,33,1,25th St & Potrero Ave   ,3511
4507,53,0,25th St & Wisconsin St  ,3513
1075,19,0,25th St & Wisconsin St  ,3513
241,10,0,25th St & Wisconsin St  ,3512
325,10,1,25th St & Wisconsin St  ,3513
4067,48,0,25th St & Wisconsin St  ,3512
4541,53,1,25th St & Wisconsin St  ,3512
4153,48,1,25th St & Wisconsin St  ,3512
1813,24,1,26th St & Castro St  ,3514
326,10,1,26th St & De Haro St  ,3517
4068,48,0,26th St & De Haro St  ,3516
1076,19,0,26th St & De Haro St  ,3517
4154,48,1,26th St & De Haro St  ,3517
1144,19,1,26th St & De Haro St  ,3516
242,10,0,26th St & De Haro St  ,3516
521,12,1,26th St & Folsom St  ,3518
2017,27,1,26th St & Mission St  ,3519
522,12,1,26th St & Mission St  ,3519
454,12,0,26th St & Mission St  ,3519
1755,24,0,26th St & Noe St  ,3521
1814,24,1,26th St & Noe St  ,3520
243,10,0,26th St & Rhode Island St  ,3522
1145,19,1,26th St & Rhode Island St  ,3522
4069,48,0,26th St & Rhode Island St  ,3522
523,12,1,26th St & South Van Ness Ave  ,3523
2018,27,1,26th St & South Van Ness Ave  ,3523
1146,19,1,26th St & Wisconsin St  ,3524
244,10,0,26th St & Wisconsin St  ,3524
4070,48,0,26th St & Wisconsin St  ,3524
4559,54,0,274 Sagamore St  ,6321
922,17,1,280 Buckingham Way  ,3801
893,17,0,281 Buckingham Way  ,3802
4915,66,1,29th Ave & Vicente St  ,3525
245,10,0,2nd St & Brannan St   ,3004
327,10,1,2nd St & Brannan St   ,3003
