,ROUTE_SHORT_NAME,DIR,STOPNAME,STOP_ID
246,10,0,2nd St & Bryant St   ,3006
328,10,1,2nd St & Bryant St   ,3005
329,10,1,2nd St & Folsom St   ,3007
455,12,0,2nd St & Folsom St   ,3008
247,10,0,2nd St & Folsom St   ,3008
330,10,1,2nd St & Harrison St   ,3009
248,10,0,2nd St & Harrison St   ,3010
331,10,1,2nd St & Howard St,7548
524,12,1,2nd St & Howard St,7548
456,12,0,2nd St & Howard St   ,3011
249,10,0,2nd St & Howard St   ,3011
5170,71,1,2nd St & Market St   ,3012
5108,71,0,2nd St & Market St   ,3012
5738,9,0,2nd St & Market St   ,3012
5804,9,1,2nd St & Market St   ,3012
332,10,1,2nd St & Stevenson St,7549
525,12,1,2nd St & Stevenson St,7549
250,10,0,2nd St & Stevenson St   ,3013
457,12,0,2nd St & Stevenson St   ,3013
333,10,1,2nd St & Townsend St,7547
251,10,0,2nd St & Townsend St   ,3015
334,10,1,2nd St & Townsend St   ,3014
4916,66,1,30th Ave & Quintara St  ,3526
4888,66,0,30th Ave & Quintara St  ,3527
4917,66,1,30th Ave & Rivera St  ,3529
4889,66,0,30th Ave & Rivera St  ,3528
4918,66,1,30th Ave & Santiago St  ,3531
4890,66,0,30th Ave & Santiago St  ,3530
4919,66,1,30th Ave & Taraval St  ,3533
4891,66,0,30th Ave & Taraval St  ,3532
4892,66,0,30th Ave & Ulloa St  ,3534
1815,24,1,30th St & Church St  ,3535
1756,24,0,30th St & Church St  ,3536
1816,24,1,30th St & Dolores St  ,3537
2961,36,0,30th St & Dolores St  ,3538
1877,26,0,30th St & Dolores St  ,3537
1757,24,0,30th St & Dolores St  ,3538
1925,26,1,30th St & Dolores St  ,3538
3019,36,1,30th St & Dolores St  ,3537
3020,36,1,30th St & Mission St  ,3540
1878,26,0,30th St & Mission St  ,3540
1758,24,0,30th St & Mission St  ,3541
1817,24,1,30th St & Mission St  ,3540
1818,24,1,30th St & Noe St  ,3542
1819,24,1,30th St & Sanchez St  ,3543
1759,24,0,30th St & Sanchez St  ,3544
3107,37,0,320 Corbett Ave  ,4164
3200,38,0,32nd Ave & Balboa St   ,3545
1344,2,1,32nd Ave & Balboa St   ,3545
3260,38,1,32nd Ave & Balboa St   ,3545
1290,2,0,32nd Ave & Balboa St   ,3545
1234,1AX,1,32nd Ave & California St  ,3546
119,1,0,32nd Ave & California St  ,3547
175,1,1,32nd Ave & California St  ,3546
1216,1AX,0,32nd Ave & California St  ,3547
1217,1AX,0,32nd Ave & Clement St  ,3549
176,1,1,32nd Ave & Clement St  ,3548
1235,1AX,1,32nd Ave & Clement St  ,3548
120,1,0,32nd Ave & Clement St  ,3549
121,1,0,32nd Ave & Geary Blvd  ,3550
2912,35,0,33 Moffitt St   ,5634
3201,38,0,33rd Ave & Anza St  ,3551
950,18,0,33rd Ave & Anza St  ,3551
1291,2,0,33rd Ave & Anza St  ,3551
1013,18,1,33rd Ave & Anza St  ,3552
3261,38,1,33rd Ave & Anza St  ,3552
3202,38,0,33rd Ave & Balboa St  ,3554
951,18,0,33rd Ave & Balboa St  ,3554
3262,38,1,33rd Ave & Balboa St  ,3553
1014,18,1,33rd Ave & Balboa St  ,3553
1292,2,0,33rd Ave & Balboa St  ,3554
1293,2,0,33rd Ave & Clement St  ,3556
1236,1AX,1,33rd Ave & Clement St  ,3555
1345,2,1,33rd Ave & Clement St  ,3555
177,1,1,33rd Ave & Clement St  ,3555
1015,18,1,33rd Ave & Clement St  ,3555
1218,1AX,0,33rd Ave & Clement St  ,3556
952,18,0,33rd Ave & Clement St  ,3556
1346,2,1,33rd Ave & Geary Blvd  ,3559
953,18,0,33rd Ave & Geary Blvd  ,3558
3203,38,0,33rd Ave & Geary Blvd  ,3560
1016,18,1,33rd Ave & Geary Blvd  ,3557
1219,1AX,0,33rd Ave & Geary Blvd  ,3558
1237,1AX,1,33rd Ave & Geary Blvd  ,3557
3263,38,1,33rd Ave & Geary Blvd  ,3559
3332,38AX,1,33rd Ave & Geary Blvd  ,3557
1294,2,0,33rd Ave & Geary Blvd  ,3558
3162,37,1,341 Corbett Ave  ,4165
3021,36,1,345 Warren Dr E   ,6908
5005,67,1,346 Alemany Blvd   ,3620
4953,67,0,346 Alemany Blvd   ,3620
4745,56,1,356 Wilde Ave   ,6942
33,016AX,1,36th Ave & Lincoln Way  ,3561
2318,29,1,36th Ave & Lincoln Way  ,3561
2210,29,0,37th Ave & Lincoln Way  ,3562
0,016AX,0,37th Ave & Lincoln Way  ,3562
5739,9,0,380 Bay Shore Blvd  ,3769
1623,23,0,380 Bay Shore Blvd  ,3769
5862,90,0,380 Bay Shore Blvd  ,3769
5464,8AX,0,3800 San Bruno Ave   ,6348
5613,8X,0,3800 San Bruno Ave   ,6348
5740,9,0,3800 San Bruno Ave   ,6348
5863,90,0,3800 San Bruno Ave   ,6348
6196,9AX,0,3800 San Bruno Ave   ,6348
6419,9X,0,3800 San Bruno Ave   ,6348
5670,8X,1,3801 San Bruno Ave  ,6350
5910,90,1,3801 San Bruno Ave  ,6350
5805,9,1,3801 San Bruno Ave  ,6350
6476,9X,1,3801 San Bruno Ave  ,6350
6237,9AX,1,3801 San Bruno Ave  ,6350
5489,8AX,1,3801 San Bruno Ave  ,6350
4746,56,1,3801 San Bruno Ave  ,6350
4071,48,0,39th Ave & Quintara St  ,3563
4072,48,0,39th Ave & Rivera St  ,3564
4155,48,1,39th Ave & Rivera St  ,3565
6092,91,1,3RD ST & BRANNAN ST,7198
4156,48,1,3rd ST&22nd St FS NE-BZ,7473
5979,91,0,3rd St & 20th St  ,3104
6093,91,1,3rd St & 20th St  ,3103
5980,91,0,3rd St & 23rd St  ,3108
6094,91,1,3rd St & 23rd St  ,3107
5981,91,0,3rd St & 4th St  ,3016
5982,91,0,3rd St & Bayview St  ,3113
2485,30,0,3rd St & Brannan St   ,3114
3901,45,0,3rd St & Brannan St   ,3114
6095,91,1,3rd St & Carroll Ave   ,3116
5983,91,0,3rd St & Carroll Ave   ,3115
5984,91,0,3rd St & Evans Ave  ,3123
5565,8BX,1,3rd St & Folsom St   ,3124
6238,9AX,1,3rd St & Folsom St   ,3124
6328,9BX,1,3rd St & Folsom St   ,3124
3902,45,0,3rd St & Folsom St   ,3124
6477,9X,1,3rd St & Folsom St   ,3124
5490,8AX,1,3rd St & Folsom St   ,3124
5671,8X,1,3rd St & Folsom St   ,3124
6096,91,1,3rd St & Folsom St   ,3124
2486,30,0,3rd St & Folsom St   ,3124
6329,9BX,1,3rd St & Howard St   ,3128
2487,30,0,3rd St & Howard St   ,3128
6097,91,1,3rd St & Howard St   ,3128
5566,8BX,1,3rd St & Howard St   ,3128
5672,8X,1,3rd St & Howard St   ,3128
6239,9AX,1,3rd St & Howard St   ,3128
3903,45,0,3rd St & Howard St   ,3128
6478,9X,1,3rd St & Howard St   ,3128
5491,8AX,1,3rd St & Howard St   ,3128
4631,54,1,3rd St & Hudson Ave   ,3127
6098,91,1,3rd St & Hudson Ave   ,3127
4560,54,0,3rd St & Innes Ave   ,3129
5985,91,0,3rd St & Innes Ave   ,3129
4632,54,1,3rd St & La Salle Ave   ,3134
6099,91,1,3rd St & La Salle Ave   ,3134
3904,45,0,3rd St & Market St  ,3137
2488,30,0,3rd St & Market St  ,3137
6479,9X,1,3rd St & Market St   ,3136
6240,9AX,1,3rd St & Market St   ,3136
2489,30,0,3rd St & Market St   ,3136
5356,81,1,3rd St & Market St   ,3136
3905,45,0,3rd St & Market St   ,3136
5492,8AX,1,3rd St & Market St   ,3136
5363,81X,1,3rd St & Market St   ,3136
6330,9BX,1,3rd St & Market St   ,3136
6100,91,1,3rd St & Market St   ,3136
5673,8X,1,3rd St & Market St   ,3136
5567,8BX,1,3rd St & Market St   ,3136
4561,54,0,3rd St & Mckinnon Ave  ,3135
5986,91,0,3rd St & Mckinnon Ave  ,3135
5987,91,0,3rd St & Palou Ave   ,3143
4562,54,0,3rd St & Palou Ave   ,3143
6101,91,1,3rd St & Palou Ave   ,3141
1820,24,1,3rd St & Palou Ave   ,3141
1760,24,0,3rd St & Palou Ave   ,3141
4633,54,1,3rd St & Palou Ave   ,3141
5674,8X,1,3rd St & Perry St   ,3144
6480,9X,1,3rd St & Perry St   ,3144
3906,45,0,3rd St & Perry St   ,3144
6241,9AX,1,3rd St & Perry St   ,3144
6102,91,1,3rd St & Perry St   ,3144
5493,8AX,1,3rd St & Perry St   ,3144
2490,30,0,3rd St & Perry St   ,3144
6331,9BX,1,3rd St & Perry St   ,3144
5568,8BX,1,3rd St & Perry St   ,3144
6103,91,1,3rd St & Revere Ave   ,3145
5988,91,0,3rd St & Salinas Ave  ,3146
6104,91,1,3rd St & Van Dyke Ave   ,3149
5989,91,0,3rd St & Williams Ave  ,3150
6105,91,1,3rd St&Fitzgerald Ave ,7320
5990,91,0,3rd St&Gene Friend Way ,7324
6106,91,1,3rd St&Gene Friend Wy ,7321
3108,37,0,40 CRESTLINE DR,4209
3022,36,1,400 Warren Dr E   ,6909
585,14,0,4080 Mission St  ,5573
4216,49,0,4080 Mission St  ,5573
3163,37,1,414 Roosevelt Way  ,6230
3109,37,0,415 Roosevelt Way  ,6231
3204,38,0,42nd Ave & Clement St  ,3566
3205,38,0,43rd Ave & Clement St  ,3567
3264,38,1,43rd Ave & Clement St  ,3567
3265,38,1,43rd Ave & Point Lobos Ave  ,3568
3206,38,0,43rd Ave & Point Lobos Ave  ,3568
3023,36,1,455 Warren Dr,6910
3266,38,1,45th Ave & Balboa St  ,3570
2628,31,0,45th Ave & Balboa St  ,3571
954,18,0,45th Ave & Balboa St  ,3571
2683,31,1,45th Ave & Balboa St  ,3570
3207,38,0,45th Ave & Balboa St  ,3571
2739,31AX,0,45th Ave & Balboa St  ,3571
1017,18,1,45th Ave & Balboa St  ,3570
2759,31AX,1,45th Ave & Balboa St  ,3570
3267,38,1,45th Ave & Cabrillo St  ,3572
1018,18,1,45th Ave & Cabrillo St  ,3572
2740,31AX,0,45th Ave & Cabrillo St  ,3573
2684,31,1,45th Ave & Cabrillo St  ,3572
3208,38,0,45th Ave & Cabrillo St  ,3573
2629,31,0,45th Ave & Cabrillo St  ,3573
955,18,0,45th Ave & Cabrillo St  ,3573
2760,31AX,1,45th Ave & Cabrillo St  ,3572
2938,35,1,46 Addison St   ,3613
956,18,0,46th Ave & Irving St  ,3574
1019,18,1,46th Ave & Irving St  ,3575
1020,18,1,46th Ave & Judah St  ,3577
957,18,0,46th Ave & Judah St  ,3576
1021,18,1,46th Ave & Kirkham St  ,3579
958,18,0,46th Ave & Kirkham St  ,3578
959,18,0,46th Ave & Lawton St  ,3580
1022,18,1,46th Ave & Lawton St  ,3581
960,18,0,46th Ave & Lincoln Way  ,3583
1023,18,1,46th Ave & Lincoln Way  ,3582
1024,18,1,46th Ave & Moraga St  ,3585
961,18,0,46th Ave & Moraga St  ,3584
1025,18,1,46th Ave & Noriega St  ,3586
962,18,0,46th Ave & Noriega St  ,3587
963,18,0,46th Ave & Ortega St  ,3588
1026,18,1,46th Ave & Ortega St  ,3589
1027,18,1,46th Ave & Pacheco St  ,3591
964,18,0,46th Ave & Pacheco St  ,3590
1028,18,1,46th Ave & Quintara St  ,3593
965,18,0,46th Ave & Quintara St  ,3592
4157,48,1,46th Ave & Quintara St  ,3593
966,18,0,46th Ave & Rivera St  ,3594
1029,18,1,46th Ave & Rivera St  ,3595
967,18,0,46th Ave & Santiago St  ,3596
1030,18,1,46th Ave & Santiago St  ,3597
1031,18,1,46th Ave & Taraval St  ,3599
968,18,0,46th Ave & Taraval St  ,3598
6665,L-OWL,1,46th Ave & Taraval St  ,3599
969,18,0,46th Ave & Ulloa St  ,3600
1032,18,1,46th Ave & Ulloa St  ,3601
6666,L-OWL,1,46th Ave & Ulloa St  ,3601
6615,L-OWL,0,46th Ave & Ulloa St  ,3600
970,18,0,46th Ave & Vicente St  ,3602
1033,18,1,46th Ave & Vicente St  ,3603
6667,L-OWL,1,46th Ave & Vicente St  ,3603
6616,L-OWL,0,46th Ave & Vicente St  ,3602
1034,18,1,46th Ave & Wawona St  ,3604
5171,71,1,47th Ave & Noriega St  ,3605
5292,71L,1,47th Ave & Noriega St  ,3605
859,16X,1,47th Ave & Noriega St  ,3605
34,016AX,1,47th Ave & Noriega St  ,3605
971,18,0,47th Ave & Wawona St  ,3606
3383,38L,0,48th Ave & Point Lobos Ave  ,3608
3268,38,1,48th Ave & Point Lobos Ave  ,3608
3409,38L,1,48th Ave & Point Lobos Ave  ,3608
3209,38,0,48th Ave & Point Lobos Ave  ,3608
3319,38AX,0,48th Ave & Point Lobos Ave  ,3608
3333,38AX,1,48th Ave & Point Lobos Ave  ,3608
5991,91,0,4TH ST & BERRY ST,7366
407,108,0,4TH ST & TOWNSEND ST,3162
6817,N-OWL,1,4TH ST & TOWNSEND ST,3164
427,108,1,4TH ST & TOWNSEND ST,3162
5382,82X,0,4TH ST & TOWNSEND ST,3164
6761,N-OWL,0,4TH ST & TOWNSEND ST,3164
6107,91,1,4th St & 3rd St   ,3153
2534,30,1,4th St & Brannan St ,7291
3933,45,1,4th St & Brannan St ,7291
5992,91,0,4th St & Brannan St   ,3156
3968,47,0,4th St & Brannan St   ,3156
6278,9BX,0,4th St & Folsom St   ,3158
2535,30,1,4th St & Folsom St   ,3158
5517,8BX,0,4th St & Folsom St   ,3158
5993,91,0,4th St & Folsom St   ,3158
6420,9X,0,4th St & Folsom St   ,3158
5465,8AX,0,4th St & Folsom St   ,3158
3934,45,1,4th St & Folsom St   ,3158
5614,8X,0,4th St & Folsom St   ,3158
6197,9AX,0,4th St & Folsom St   ,3158
2536,30,1,4th St & Howard St   ,3159
6279,9BX,0,4th St & Howard St   ,3159
5994,91,0,4th St & Howard St   ,3159
5518,8BX,0,4th St & Howard St   ,3159
3935,45,1,4th St & Howard St   ,3159
5615,8X,0,4th St & Howard St   ,3159
6421,9X,0,4th St & Howard St   ,3159
5466,8AX,0,4th St & Howard St   ,3159
6198,9AX,0,4th St & Howard St   ,3159
6108,91,1,4th St & King St,7166
35,016AX,1,4th St & Market St   ,3161
5467,8AX,0,4th St & Market St   ,3161
98,016BX,1,4th St & Market St   ,3161
5995,91,0,4th St & Market St   ,3161
860,16X,1,4th St & Market St   ,3161
2537,30,1,4th St & Market St   ,3161
3936,45,1,4th St & Market St   ,3161
5616,8X,0,4th St & Market St   ,3161
6199,9AX,0,4th St & Market St   ,3161
6422,9X,0,4th St & Market St   ,3161
5519,8BX,0,4th St & Market St   ,3161
6280,9BX,0,4th St & Market St   ,3161
5996,91,0,4th St & Mission St   ,3160
5520,8BX,0,4th St & Mission St   ,3160
6423,9X,0,4th St & Mission St   ,3160
6200,9AX,0,4th St & Mission St   ,3160
5468,8AX,0,4th St & Mission St   ,3160
3937,45,1,4th St & Mission St   ,3160
2538,30,1,4th St & Mission St   ,3160
5617,8X,0,4th St & Mission St   ,3160
6281,9BX,0,4th St & Mission St   ,3160
6109,91,1,4th St & Townsend St   ,3165
5997,91,0,4th St & Townsend St   ,3163
5344,80,1,4th St & Townsend St   ,3165
5391,82X,1,4th St & Townsend St   ,3165
5371,82,1,4th St & Townsend St   ,3165
5364,81X,1,4th St & Townsend St   ,3165
5357,81,1,4th St & Townsend St   ,3165
5350,80X,1,4th St & Townsend St   ,3165
4002,47,1,4th St & Townsend St   ,3163
3969,47,0,4th St & Townsend St   ,3163
4747,56,1,50 THOMAS MELLON DR,4575
4725,56,0,50 THOMAS MELLON DR,4575
4775,6,0,500 Parnassus Ave  ,5887
3600,43,0,500 Parnassus Ave  ,5887
4920,66,1,513 Parnassus Ave  ,5888
3682,43,1,513 Parnassus Ave  ,5888
4828,6,1,513 Parnassus Ave  ,5888
5403,88,0,515 John Muir Dr  ,5125
972,18,0,515 John Muir Dr  ,5126
5430,88,1,515 John Muir Dr  ,5126
1035,18,1,515 John Muir Dr  ,5125
4459,52,1,5157 Diamond Heights Blvd   ,4359
3164,37,1,539 Corbett Ave   ,4166
3024,36,1,555 Myra Way  ,5451
2962,36,0,555 Myra Way  ,5451
2019,27,1,5TH ST & FOLSOM ST,7214
4003,47,1,5th St & Brannan St   ,3166
1970,27,0,5th St & Folsom St   ,3168
2020,27,1,5th St & Harrison St   ,3169
1971,27,0,5th St & Howard St   ,3171
2021,27,1,5th St & Howard St   ,3170
2022,27,1,5th St & Mission St   ,3172
1972,27,0,5th St & Mission St   ,3173
4004,47,1,5th St & Townsend St   ,3174
3110,37,0,6 Portola Dr  ,6008
6717,M-OWL,0,6 Portola Dr  ,6008
6539,K-OWL,0,6 Portola Dr  ,6008
6617,L-OWL,0,6 Portola Dr  ,6008
408,108,0,62 Macalla St   ,5413
3025,36,1,636 Teresita Blvd  ,6658
2963,36,0,636 Teresita Blvd  ,6659
1036,18,1,655 John Muir Ave  ,5129
5431,88,1,655 John Muir Ave  ,5130
973,18,0,655 John Muir Ave  ,5130
5404,88,0,655 John Muir Ave  ,5129
3835,44,1,6th Ave & Anza St  ,3176
3770,44,0,6th Ave & Anza St  ,3175
3771,44,0,6th Ave & Balboa St  ,3178
3836,44,1,6th Ave & Balboa St  ,3177
3837,44,1,6th Ave & Cabrillo St  ,3179
3467,4,0,6th Ave & Clement St  ,3180
3772,44,0,6th Ave & Clement St  ,3181
1271,1BX,1,6th Ave & Cornwall St  ,3182
3468,4,0,6th Ave & Cornwall St  ,3182
3503,4,1,6th Ave & Cornwall St  ,3182
4316,5,0,6th Ave & Fulton St  ,3183
4369,5,1,6th Ave & Fulton St  ,3183
1443,21,0,6th Ave & Fulton St  ,3183
3838,44,1,6th Ave & Geary Blvd  ,3184
3773,44,0,6th Ave & Geary Blvd  ,3185
756,14X,0,6th St & Harrison St   ,3187
785,14X,1,6th St&Bryant St ,7319
3111,37,0,74 Crestline Dr  ,4210
4370,5,1,785 Mcallister St  ,5381
3112,37,0,795 Corbett Ave,4167
3113,37,0,795 Corbett Ave  ,4167
3839,44,1,7th Ave & Clement St  ,3190
3026,36,1,7th Ave&Lawton St ,7308
1147,19,1,7th St & Brannan St   ,3191
1148,19,1,7th St & Bryant St   ,6999
1149,19,1,7th St & Folsom St   ,3192
1150,19,1,7th St & Harrison St   ,3193
1151,19,1,7th St & Howard St   ,3194
1152,19,1,7th St & Market St   ,3196
1153,19,1,7th St & Mission St   ,3195
1154,19,1,7th St & Townsend St   ,3197
1077,19,0,7th St & Townsend St   ,3197
3165,37,1,800 Corbett Ave,4168
3166,37,1,800 Corbett Ave  ,4168
4317,5,0,808 Mcallister St  ,5382
5006,67,1,831 Ellsworth St,7023
4954,67,0,831 Ellsworth St,7023
4318,5,0,8th Ave & Cabrillo St  ,3200
3840,44,1,8th Ave & Cabrillo St  ,3199
1444,21,0,8th Ave & Cabrillo St  ,3200
3774,44,0,8th Ave & Cabrillo St  ,3200
3469,4,0,8th Ave & California St  ,3198
3841,44,1,8th Ave & Fulton St  ,3201
3775,44,0,8th Ave & Fulton St  ,3202
1078,19,0,8th St & Brannan St   ,3203
1079,19,0,8th St & Bryant St   ,3204
1080,19,0,8th St & Folsom St   ,3205
1081,19,0,8th St & Harrison St   ,3206
1082,19,0,8th St & Howard St   ,3207
1083,19,0,8th St & Market St   ,3209
1084,19,0,8th St & Mission St   ,3208
1085,19,0,8th St & Townsend St   ,3210
894,17,0,90 Buckingham Way  ,3797
2964,36,0,900 Teresita Blvd  ,6660
3027,36,1,900 Teresita Blvd  ,6661
974,18,0,902 Point Lobos Ave   ,6108
4955,67,0,909 Ellsworth St  ,4565
5007,67,1,909 Ellsworth St  ,4565
923,17,1,91 Buckingham Way  ,3798
3167,37,1,925 Corbett Ave   ,4169
5008,67,1,945 Ellsworth St  ,4566
4956,67,0,945 Ellsworth St  ,4566
3114,37,0,956 Corbett Ave   ,4170
2319,29,1,957 Lincoln Blvd   ,5267
2211,29,0,957 Lincoln Blvd   ,5266
5009,67,1,989 Ellsworth St   ,4567
4957,67,0,989 Ellsworth St   ,4567
6818,N-OWL,1,9th Ave & Irving St  ,3212
3776,44,0,9th Ave & Irving St  ,3213
3842,44,1,9th Ave & Irving St  ,3211
4829,6,1,9th Ave & Judah St  ,3214
4776,6,0,9th Ave & Judah St  ,3215
3601,43,0,9th Ave & Judah St  ,3215
4921,66,1,9th Ave & Judah St  ,3214
4893,66,0,9th Ave & Judah St  ,3215
3843,44,1,9th Ave & Judah St  ,3214
3777,44,0,9th Ave & Judah St  ,3215
3683,43,1,9th Ave & Judah St  ,3214
4922,66,1,9th Ave & Kirkham St  ,3217
3602,43,0,9th Ave & Kirkham St  ,3216
4894,66,0,9th Ave & Kirkham St  ,3216
3684,43,1,9th Ave & Kirkham St  ,3217
4830,6,1,9th Ave & Kirkham St  ,3217
3844,44,1,9th Ave & Kirkham St  ,3217
3778,44,0,9th Ave & Kirkham St  ,3216
4777,6,0,9th Ave & Kirkham St  ,3216
3603,43,0,9th Ave & Lawton St  ,3218
4831,6,1,9th Ave & Lawton St  ,3219
3779,44,0,9th Ave & Lawton St  ,3218
4778,6,0,9th Ave & Lawton St  ,3218
4895,66,0,9th Ave & Lawton St  ,3218
3780,44,0,9th Ave & Lincoln Way  ,3221
3845,44,1,9th Ave & Lincoln Way  ,3220
4779,6,0,9th Ave & Moraga St  ,3222
4832,6,1,9th Ave & Moraga St  ,3223
4780,6,0,9th Ave & Noriega St  ,3224
4833,6,1,9th Ave & Noriega St  ,3225
4781,6,0,9th Ave & Ortega St  ,3226
428,108,1,9th St & Avenue C,3227
429,108,1,9th St & Avenue D,7560
430,108,1,9th St & Avenue E  ,3228
431,108,1,9th St & Avenue H  ,3229
1295,2,0,ARGUELLO BLVD & EUCLID AVE,7250
2833,33,0,ASHBURY ST & CLAYTON ST,7220
432,108,1,AVENUE B & Gateview AVE,3671
2939,35,1,Addison  St & Digby St  ,3616
2940,35,1,Addison  St & Farnum St  ,3617
2913,35,0,Addison  St & Farnum St  ,3618
2914,35,0,Addison St & Diamond Heights Blvd,3615
4748,56,1,Alana Way & Executive Park Blvd,3619
4563,54,0,Alemany Blvd & Arch St  ,3621
4634,54,1,Alemany Blvd & Arch St  ,3622
5432,88,1,Alemany Blvd & Crystal St  ,3623
4958,67,0,Alemany Blvd & Gates St   ,3624
5010,67,1,Alemany Blvd & Gates St   ,3624
4635,54,1,Alemany Blvd & St Charles Ave ,3628
4564,54,0,Alemany Blvd & Victoria St  ,3630
4636,54,1,Alemany Blvd & Victoria St  ,3631
757,14X,0,Alemany Blvd/St Mary's Park bridge,3629
3269,38,1,Anza St & 33rd Ave  ,3635
1347,2,1,Anza St & 33rd Ave  ,3635
924,17,1,Arballo Dr & Acevedo Ave .,3636
895,17,0,Arballo Dr & Acevedo Ave .,3636
925,17,1,Arballo Dr & Garces Dr  ,3638
926,17,1,Arballo Dr & Gonzalez Dr  ,3637
927,17,1,Arballo Dr & Higuera Ave  ,3639
896,17,0,Arballo Dr & Pinto Dr  ,3640
2834,33,0,Arguello Blvd & Balboa St  ,3642
2880,33,1,Arguello Blvd & California St ,3643
1296,2,0,Arguello Blvd & California St ,3644
2835,33,0,Arguello Blvd & California St ,3644
2836,33,0,Arguello Blvd & Clement St  ,3645
1348,2,1,Arguello Blvd & Euclid Ave  ,3647
2881,33,1,Arguello Blvd & Euclid Ave  ,3647
2882,33,1,Arguello Blvd & Fulton St  ,3648
2837,33,0,Arguello Blvd & Geary Blvd  ,3649
2883,33,1,Arguello Blvd & Geary Blvd  ,3650
2884,33,1,Arguello Blvd & Turk St  ,3651
252,10,0,Arkansas St & 22nd St  ,3652
4073,48,0,Arkansas St & 22nd St  ,3652
253,10,0,Arkansas St & Madera St  ,3653
4074,48,0,Arkansas St & Madera St  ,3653
6481,9X,1,Arleta Ave & Alpha St   ,3654
6332,9BX,1,Arleta Ave & Alpha St   ,3654
6110,91,1,Arleta Ave & Alpha St   ,3654
6333,9BX,1,Arleta Ave & Bay Shore Blvd   ,3655
6482,9X,1,Arleta Ave & Bay Shore Blvd   ,3655
6111,91,1,Arleta Ave & Bay Shore Blvd   ,3655
975,18,0,Armory Rd & Herbst Rd  ,3632
2885,33,1,Ashbury St & Clayton St  ,3659
2886,33,1,Ashbury St & Clifford Ter,3656
2838,33,0,Ashbury St & Clifford Ter   ,3657
2839,33,0,Ashbury St & Frederick St ,7295
2887,33,1,Ashbury St & Frederick St  ,3661
3115,37,0,Ashbury St & Haight St  ,3662
2888,33,1,Ashbury St & Haight St  ,3662
2889,33,1,Ashbury St & Piedmont St  ,3664
2840,33,0,Ashbury St & Piedmont St  ,3663
2841,33,0,Ashbury St & Waller St  ,3665
2890,33,1,Ashbury St & Waller St  ,3666
4637,54,1,Athens St & Avalon Ave   ,3667
4638,54,1,Athens St & Brazil Ave   ,3668
4639,54,1,Athens St & Excelsior Ave   ,3669
4640,54,1,Avalon Ave & La Grande Ave  ,3680
4565,54,0,Avalon Ave & La Grande Ave   ,3681
4641,54,1,Avalon Ave & Peru Ave  ,3682
433,108,1,Avenue B & 12th St,7559
434,108,1,Avenue B & 9th Ave,7004
435,108,1,Avenue B & Gateview Ave,3670
409,108,0,Avenue H & 13th St,7558
436,108,1,Avenue H & 13th St,7558
437,108,1,Avenue H & 4th St  ,3673
410,108,0,Avenue H & 5th St,7556
438,108,1,Avenue H & 6th St  ,3674
411,108,0,Avenue H & 9th St,7557
439,108,1,Avenue H & California St,3675
412,108,0,Avenue H & California St,7555
440,108,1,Avenue H & California St  ,3675
413,108,0,Avenue M & 10th St  ,3678
414,108,0,Avenue M & 13th St  ,3679
415,108,0,Avenue M & 3rd St  ,3676
416,108,0,Avenue M & 8th Street  ,3677
2320,29,1,BOWLEY ST & GIBSON RD,3023
2212,29,0,BOWLEY ST & GIBSON RD,3023
5469,8AX,0,BROADWAY & GRANT AVE,7185
6201,9AX,0,BROADWAY & GRANT AVE,7185
458,12,0,BROADWAY & THE EMBARCADERO,3080
3168,37,1,BUENA VISTA TER & BUENA VISTA AVE E,3819
2603,30X,1,BUSH ST & Battery St,7188
5365,81X,1,BUSH ST & Battery St,7188
5358,81,1,BUSH ST & Battery St,7188
4642,54,1,Bacon St & Girard St  ,3686
4566,54,0,Bacon St & Girard St  ,3685
4567,54,0,Bacon St & Goettingen St  ,3687
4643,54,1,Bacon St & Goettingen St  ,3688
6483,9X,1,Bacon St & San Bruno Ave  ,3019
6242,9AX,1,Bacon St & San Bruno Ave  ,3019
4644,54,1,Bacon St & San Bruno Ave  ,3019
4568,54,0,Bacon St & San Bruno Ave   ,3018
4645,54,1,Bacon St & Somerset St  ,3021
4569,54,0,Bacon St & Somerset St  ,3020
1926,26,1,Baden St & Circular Ave   ,3022
3907,45,0,Baker St & Greenwich St  ,3024
3535,41,0,Baker St & Greenwich St  ,3024
2630,31,0,Balboa St & 10th Ave  ,3038
2782,31BX,0,Balboa St & 10th Ave  ,3038
2685,31,1,Balboa St & 10th Ave  ,3039
2800,31BX,1,Balboa St & 10th Ave  ,3039
2686,31,1,Balboa St & 12th Ave  ,3041
2631,31,0,Balboa St & 12th Ave  ,3040
2783,31BX,0,Balboa St & 12th Ave  ,3040
2801,31BX,1,Balboa St & 12th Ave  ,3041
2761,31AX,1,Balboa St & 14th Ave  ,3042
2632,31,0,Balboa St & 17th Ave  ,3043
2687,31,1,Balboa St & 17th Ave  ,3044
2762,31AX,1,Balboa St & 17th Ave  ,3044
2741,31AX,0,Balboa St & 17th Ave  ,3043
2763,31AX,1,Balboa St & 19th Ave  ,3046
2688,31,1,Balboa St & 19th Ave  ,3046
2633,31,0,Balboa St & 19th Ave  ,3045
2742,31AX,0,Balboa St & 19th Ave  ,3045
2689,31,1,Balboa St & 21st Ave  ,3048
2634,31,0,Balboa St & 21st Ave  ,3047
